TMC,DISTANCE,AADT,NO_LANES,MEDWID,SPD_LIMT,SURF_WID,ACCESS,RTE_NBR,Facility_Type,Total,Fatal,Injury,PDO,Total_NonInt,Fatal_NonInt,Injury_NonInt,PDO_NonInt,SHD_WID,myState,OptSpd,SpdVarr1,SpdVarr1_wkd,SpdVarr1_wke,OptSpd_wkd,OptSpd_wke,SpdVarr2,SpdVarr3,SpdVarr4,SpdAvg,SpdCrash,SpdBefCr1,SpdBefCr2,SpdBefCr3,SpdBefCr4,SpdBefCrSD1,SpdBefCrSD2,SpdBefCrSD3,SpdBefCrSD4,SpdBefCrSim1,SpdBefCrSim2,SpdBefCrSim3,SpdBefCrSim4,SpdFF,L_of_Cuv,N_of_Cuv,MinRadius
114N06959,4.13601,2874.380741,2,0,0,22.02955982,P,26,1_R2L,2,0,0,2,1,0,0,1,8.628596186,WA,63.90401717,0.730077138,0.730081289,0.730103285,63.63092308,64.73754783,0.561716048,0.253212514,0.394623785,58.78824651,56.29351985,60.15651873,60.15651873,60.15651873,60.15651873,5.499382687,4.346845349,4.533578355,4.866531824,60.59429083,61.34394146,62.83877884,62.9319522,63.64000024,0,0,-1
114N07111,3.76126,5492.656632,2,0,54.27281381,22.09326991,2,20,1_R2L,8,1,2,5,8,1,2,5,1.994805012,WA,49.4180146,1.850726468,1.850736991,1.850792749,49.23831273,50.24317625,0.551006912,0.311051754,0.794001948,42.26059187,47.2351707,48.92773049,48.92773049,48.92773049,48.92773049,4.707372364,11.97443724,10.24974007,10.0700582,50.80894433,50.5436282,49.78138235,49.23831273,49.59903297,0,0,-1
114N06958,7.10645,2131.750412,2,0,0,22.03305935,P,26,1_R2L,3,0,1,2,3,0,1,2,8.925616462,WA,64.60409091,0.45837028,0.458372886,0.458386696,64.4413602,64.60409091,0.324836714,0.140947829,0.501505317,60.53645909,63.01285714,61.17128182,61.17128182,61.17128182,61.17128182,3.231709597,2.684930219,2.671478897,2.531624011,63.32480198,64.57150373,64.60409091,64.60409091,64.60409091,0,0,-1
114N06952,6.68966,1401.902477,2,0,0,23.49529207,P,26,1_R2L,4,0,2,2,4,0,2,2,6.684870769,WA,65.17666035,1.606653518,1.606662654,1.606711058,64.56508311,67.27032402,0.697263784,0.67108455,0,60.77824501,55.34658779,47.22112941,47.22112941,47.22112941,47.22112941,NA,10.28223912,8.600888051,5.91280281,64.39382294,64.42807498,64.76219496,65.60420161,65.26497561,0,0,-1
114N06950,2.38619,1377.806315,2,0,0,22.15051963,P,26,1_R2L,0,0,0,0,0,0,0,0,6,WA,65.07790909,1.644462127,1.644471477,1.644521021,64.5886015,67.11159375,0.987744153,0.537092506,0.367868706,60.06689139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.57468702,0,0,-1
114N06951,9.87849,1370,2,0,0,22,P,26,1_R2L,4,0,3,1,3,0,2,1,6,WA,65.8566,1.62221421,1.622223434,1.622272308,65.19260128,67.78448361,0.828375617,0.598446951,0.013704034,61.33685909,NA,70.13718428,70.13718428,70.13718428,70.13718428,8.570905705,7.294894611,6.30066342,6.958743363,66.40302351,67.1967975,67.06874933,66.10142007,65.97878293,0,0,-1
114N06713,8.40268,2269.153088,2,0,55,22.0253515,2,101,1_R2L,5,0,2,3,5,0,2,3,2.847157398,WA,49.50842553,0.859535555,0.859540443,0.859566338,49.4396506,50.03939832,0.620890607,0.269574664,0.214418363,42.81178834,43.73917839,44.37496346,44.37496346,44.37496346,44.37496346,12.62910634,10.83336013,10.5986946,10.13505783,49.02555553,49.75271053,49.08271398,48.67278756,49.50842553,3.57,60,220.030722
114N06722,7.95508,16514.25656,2,0,55,25.16688471,2,101,1_R2L,7,0,2,5,6,0,1,5,7.740335175,WA,55.21520823,0.795920995,0.795925521,0.7959495,54.96792322,56.04361644,0.244175281,0.015737774,0.155103612,51.60595132,49.34487063,55.4738123,55.4738123,55.4738123,55.4738123,5.964518192,4.471954823,6.980862238,6.233849952,53.31878786,53.95137831,54.51281824,54.65322137,55.28627027,2.35,27,1245.565217
114N06702,5.40453,2848.755046,2,0,50,24,2,2,1_R2L,0,0,0,0,0,0,0,0,4.097439193,WA,63.79117377,0.579136726,0.579140019,0.579157467,63.79117377,64.00101316,0.532335094,0.272057515,0.153073815,60.44995242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.79117377,0,0,-1
114N06954,5.17469,1285.993535,2,0,0,23.65856005,P,26,1_R2L,4,0,0,4,4,0,0,4,7.170719976,WA,64.683625,1.594225167,1.594234232,1.594282262,64.57152166,67.0103741,0.716181112,0.58274882,0,58.14101428,NA,67.70219417,67.70219417,67.70219417,67.70219417,7.894715098,7.894715098,15.16696699,12.76074478,64.54357636,64.11043973,64.78198114,64.29309983,65.02228272,0,0,-1
114N06964,5.05114,2941.031786,2,0,0,24,P,26,1_R2L,2,0,1,1,1,0,0,1,8,WA,64.14146032,0.552537287,0.552540429,0.552557075,63.80387368,64.71211388,0.500283699,0.159690379,0.328017022,59.35155118,51.22282817,45.34689277,45.34689277,45.34689277,45.34689277,NA,11.0829021,9.170489983,7.852346297,62.55337302,63.49308558,63.22999269,63.35924739,64.3305566,0,0,-1
114N06962,2.0878,4349,2,0,0,24,P,26,1_R2L,1,0,0,1,1,0,0,1,8,WA,64.24,0.887569997,0.887575044,0.887601784,64.24,64.7937931,0.44718689,0.243466113,0,60.36716285,NA,68.58443741,68.58443741,68.58443741,68.58443741,7.82201948,5.531201,4.754505907,4.133499591,70.52181337,72.13768877,71.72070791,66.34196338,64.7937931,0,0,-1
114N06956,3.01287,1228,2,0,0,22,P,26,1_R2L,2,0,0,2,2,0,0,2,8,WA,66.54191411,2.006086843,2.00609825,2.006158688,65.73534545,67.99145618,1.035233113,0.900156537,0.301474643,61.73178275,NA,NA,NA,NA,NA,NA,3.191509376,2.432473064,2.004150464,69.29878556,69.6954407,67.98270769,66.62406462,66.54191411,0,0,-1
114N07552,1.12838,14646,4,40,60,48,P,8,3_RMD,2,0,1,1,0,0,0,0,7,WA,33.8514,1.150701702,1.150708245,1.150742913,33.71093776,34.13586555,0.409514075,0.279113398,0,25.97964838,NA,28.34565323,28.34565323,28.34565323,28.34565323,2.816336114,6.193613803,10.541118,9.142289693,30.54261654,31.64958292,32.36942627,32.26542811,33.57163636,0,0,-1
114N07130,1.41952,12266,2,0,55,22.35632242,2,20,1_R2L,6,0,2,4,5,0,2,3,6.356322419,WA,52.14563265,1.286580193,1.286587508,1.28662627,52.14563265,52.14563265,0.262400015,0.235708115,0,48.47873918,49.72937958,51.10272,51.10272,51.10272,51.10272,3.348818037,2.908606051,2.748226531,2.808068136,54.94916129,53.06736495,51.86783276,52.14563265,51.88093401,0,0,-1
114N07128,1.3893,11382,2,0,55,22.62193123,2,20,1_R2L,5,0,0,5,3,0,0,3,6.29018411,WA,49.76597015,1.33244639,1.332453966,1.33249411,49.76597015,50.0148,0.417249062,0.17897178,0.707386823,45.5325344,NA,NA,NA,NA,NA,NA,0,4.062426982,3.934153689,49.32729482,51.3883125,50.52,50.44459701,49.51960396,0,0,-1
114N07127,2.69135,10932.96673,2,0,55,22,2,20,1_R2L,7,0,3,4,3,0,2,1,5.264196145,WA,56.0049711,1.654366787,1.654376194,1.654426036,56.0049711,56.3305814,0.172279957,0.143943589,0,52.06369858,45.57566567,52.3636182,52.3636182,52.3636182,52.3636182,11.39940974,7.661964642,7.366849405,7.675104723,54.73932203,54.73932203,54.73932203,54.84011682,55.84357349,0,0,-1
114N07124,0.93118,8469.398201,2,0,55,22.4329448,P,20,1_R2L,2,0,0,2,2,0,0,2,6,WA,53.21028571,2.319191896,2.319205083,2.319274955,52.378875,53.21028571,0.550360474,0.350834748,0,45.36726785,NA,51.67527817,51.67527817,51.67527817,51.67527817,2.928139259,2.876652033,13.27895248,12.662202,50.79163636,55.8708,52.72655584,52.54515714,52.378875,0,0,-1
114N07123,1.57892,8263.818864,2,0,55,22,2,20,1_R2L,5,0,2,3,4,0,2,2,3.956106494,WA,52.14781651,1.831005599,1.831016011,1.831071174,52.14781651,52.63066667,0.298433175,0.212011023,0.347808423,46.79499018,47.50457976,51.14139231,51.14139231,51.14139231,51.14139231,3.476447487,2.780052865,3.016739304,4.399667096,51.9692281,52.14781651,51.67374545,51.67374545,51.67374545,0,0,-1
114N07121,1.29994,997.7633086,2,0,55,24,2,20,1_R2L,1,0,1,0,1,0,1,0,2.426402536,WA,47.75289796,1.673282004,1.673292878,1.673350492,47.75289796,47.27054545,1.221455452,0.581093455,0,38.27531106,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.63527273,23.63527273,23.63527273,38.43841722,47.27054545,0,0,-1
114N07120,2.09302,996,2,0,55,24,2,20,1_R2L,1,0,1,0,0,0,0,0,7.24181571,WA,45.39079518,11.8099508,11.81003138,11.81045836,45.39079518,45.52834304,2.688318319,1.911154276,1.114940187,32.55275648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.44322449,38.44322449,38.44322449,45.39079518,0,0,-1
114N07139,1.73546,17178.64272,2,0,55,24,2,20,1_R2L,2,0,0,2,1,0,0,1,5.217916188,WA,49.58457143,1.469770898,1.469779255,1.469823536,49.58457143,49.981248,0.644635087,0.107346199,0.285016769,41.35866077,43.8432,47.01518909,47.01518909,47.01518909,47.01518909,1.448417428,3.360861794,3.511186083,12.28534946,48.33794487,48.94380022,49.62867822,49.09085991,49.58457143,0,0,-1
114N07415,0.80006,14893.94122,4,0,0,48.12721662,P,270,2_RMU,0,0,0,0,0,0,0,0,7.947174953,WA,50.97727434,1.684200919,1.684210495,1.684261236,50.97727434,51.43242857,0.595326508,0.454568147,0,44.84055269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.97727434,0.43,3,1251.004367
114N07416,0.01995,0,4,0,0,48,P,270,2_RMU,0,0,0,0,0,0,0,0,6,WA,35.91,12.97180872,12.97188248,12.97227329,35.91,35.91,14.23762303,5.353146738,0,39.7215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.91,0,0,-1
114N07414,1.72763,13495.52629,4,0,0,48.51184163,P,270,2_RMU,2,0,1,1,2,0,1,1,8,WA,57.63223916,0.843638797,0.843643594,0.843669011,57.58766667,58.67422642,0.688061692,0.155715688,0.395132794,52.58466429,45.06417156,56.82591488,56.82591488,56.82591488,56.82591488,1.990655851,5.354021907,6.391262037,6.260660533,58.43199337,57.05933945,57.5926043,57.05933945,57.85551628,0.980000001,10,1251.004367
114N07182,2.16038,9117.414013,2,0,50,24,2,2,1_R2L,5,0,2,3,0,0,0,0,7.675775957,WA,57.8242974,1.157973664,1.157980248,1.158015135,57.61013333,58.91945455,0.667171153,0.192268917,0,49.80846285,NA,56.85869681,56.85869681,56.85869681,56.85869681,2.642785212,3.859177064,7.355122565,7.42279554,57.78210388,58.01856338,58.06187927,58.0400597,57.61013333,0,0,-1
114N07209,0.61034,3413.224057,2,0,50,25.66489643,5,2,1_R2L,0,0,0,0,0,0,0,0,4,WA,38.54778947,2.494414716,2.494428899,2.49450405,38.54778947,39.23614286,1.492187552,0.636331249,0.991178303,32.02650622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.54778947,0,0,-1
114N07126,0.47658,10422,2,0,55,22,P,20,1_R2L,1,0,0,1,1,0,0,1,6,WA,53.61525,1.819045455,1.819055798,1.819110602,53.61525,53.61525,0.778009381,0.773466733,0,48.63774635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.61525,0,0,-1
114N07125,0.31772,10422,2,0,55,23.4227312,P,20,1_R2L,1,0,0,1,1,0,0,1,6,WA,43.992,2.436744441,2.436758296,2.43683171,43.992,43.992,0.734134061,0.730408883,0,30.36905782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.83924667,0,0,-1
114N07138,3.29892,15416.39929,2,0,55,22.8082908,2,20,1_R2L,3,0,1,2,3,0,1,2,4.273739779,WA,48.77253388,0.823457369,0.823462051,0.82348686,48.77253388,48.67259016,0.400484109,0.10970813,0.197938057,44.27811413,48.68585546,48.86452222,48.86452222,48.86452222,48.86452222,2.223609934,4.061489087,4.144716448,8.533587063,48.5151299,48.42950033,48.10699235,47.96069637,48.67259016,0,0,-1
114N07421,1.82394,70.22666723,2,0,1.188268481,24,P,268.5146644,1_R2L,0,0,0,0,0,0,0,0,7.792706166,WA,59.69258182,1.250084812,1.25009192,1.250129582,59.69258182,58.62664286,0.719640659,0.294549312,0,51.0383454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.69258182,1.53,7,4006.713287
114N07413,2.83781,13493,4,0,0,48,2,270,2_RMU,3,0,1,2,3,0,1,2,8,WA,58.37780571,0.72121814,0.721222241,0.721243969,58.04611364,59.05269364,0.426110613,0.276030885,0.446335324,53.19289115,54.19690186,57.07327374,57.07327374,57.07327374,57.07327374,0,9.007475507,7.654448688,6.665230482,58.37780571,58.04611364,58.37780571,57.88167705,58.37780571,0.69,3,3819.733333
114N07656,7.90134,1452.975707,2,0,0,22.68961282,3,4,1_R2L,0,0,0,0,0,0,0,0,5.073763117,WA,57.23304628,3.505119816,3.505140613,3.505250805,57.23304628,57.10688125,1.591965668,1.089592779,0.860163208,46.15679804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.69741176,0,0,-1
114N07654,7.44905,2329.505456,2,0,0,23.84013766,3,4,1_R2L,0,0,0,0,0,0,0,0,5.276035665,WA,54.72771429,3.70845401,3.708477013,3.708598898,54.72771429,54.9520082,1.350385787,0.637463323,0.946064711,41.18082007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.56069176,0,0,-1
114N07655,6.94604,1826.9108,2,0,0,22.00603152,3,4,1_R2L,0,0,0,0,0,0,0,0,3.480353834,WA,54.4787451,2.43451746,2.434531905,2.43460844,54.36031304,55.45767512,0.833026165,0.961230126,0.85874359,47.68187948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.316035,0,0,-1
114N07647,6.21653,16818.04734,2,0,40,24.35021101,2,3,1_R2L,18,0,5,13,9,0,3,6,3.534706664,WA,54.1876707,1.445421801,1.44543002,1.445473567,53.99157539,54.85173529,0.372495023,0.289036425,0.285895586,43.54897625,51.63572869,53.30997701,53.30997701,53.30997701,53.30997701,17.32913785,15.87246949,15.52504974,14.63267987,54.00480493,53.78181904,53.79689423,54.1276122,54.1876707,0,0,-1
114N07643,8.20418,8866.30143,2,0,40,22.44763436,2,3,1_R2L,21,0,8,13,16,0,5,11,3.444521781,WA,54.29236765,1.315017569,1.315025046,1.315064665,54.14307608,54.78838981,0.39670071,0.149070597,0.071753016,46.58243854,50.49071074,53.31071155,53.31071155,53.31071155,53.31071155,13.1081701,11.37970172,11.53575872,10.70373057,52.71307104,53.10878731,53.26913477,53.07286253,54.04070829,0,0,-1
114N07660,7.60738,3799.618235,2,0,0,22.93478895,P,4,1_R2L,9,0,2,7,9,0,2,7,3.917040907,WA,56.75972642,1.602735263,1.602744377,1.602792663,56.6853273,57.372149,0.410929509,0.383216634,0.169511324,48.58332963,59.66572549,50.57679453,50.57679453,50.57679453,50.57679453,20.99234037,10.73061955,8.989822218,12.80096929,56.94977153,57.36008738,58.30074884,57.99172261,56.72642173,0,0,-1
114N07653,4.74959,1779.708222,2,0,0,24,3,4,1_R2L,0,0,0,0,0,0,0,0,7,WA,56.43077228,2.045308461,2.045320091,2.045381711,56.24514474,57.185699,0.819269892,0.626877847,0.60997477,48.755896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.61762914,0,0,-1
114N07658,5.28968,3467.209027,2,0,0,22.99539455,P,4,1_R2L,1,0,0,1,1,0,0,1,3.9238067,WA,56.67514286,1.818363377,1.818373716,1.818428499,56.59093016,57.47052093,0.561143615,0.359792544,0.429468548,47.17283899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.59093016,0,0,-1
114N07659,6.79465,3204.873561,2,0,0,23.47111597,P,4,1_R2L,3,0,1,2,3,0,1,2,5.02520557,WA,57.82680851,1.304567585,1.304575003,1.304614307,57.82680851,58.37885442,0.419237442,0.358008999,0.446844861,52.41703896,NA,59.64511594,59.64511594,59.64511594,59.64511594,5.668620519,5.451000925,4.806147151,4.944255099,57.15126168,59.73504789,59.73504789,59.40842855,57.82680851,0,0,-1
114N07628,2.51223,15960.77808,2,0,0,24,P,24,1_R2L,2,0,2,0,1,0,1,0,9.793770956,WA,52.88905263,2.205029452,2.20504199,2.205108422,52.73485714,53.98616216,0.60336215,0.396454114,0.667026619,42.00022639,NA,46.44230595,46.44230595,46.44230595,46.44230595,9.474576075,19.00899355,16.79899801,18.30377698,55.604709,54.98042677,54.81229091,54.81229091,53.04415249,0,0,-1
114N07650,0.06573,16075,2,0,60,24,P,3,1_R2L,0,0,0,0,0,0,0,0,10,WA,33.804,0.450335006,0.450337567,0.450351134,33.804,33.804,8.485381228,0,0,23.56789919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.804,0,0,-1
114N07792,3.51121,7228.129141,2,0,0,24.2473608,P,9,1_R2L,0,0,0,0,0,0,0,0,7.976367015,WA,50.06081584,2.363900089,2.36391353,2.363984749,50.16014286,49.7651811,0.29690105,0.252820536,0.137997243,39.48441168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.06081584,0,0,-1
114N08067,6.57426,21437.69073,2,0,0,24,2,305,1_R2L,13,0,8,5,9,0,5,4,7.514162424,WA,41.0576435,3.321867855,3.321886744,3.321986824,40.64224843,42.29457199,0.431809159,0.388854522,0.96426379,31.53410818,32.3029462,39.19773585,39.19773585,39.19773585,39.19773585,10.19194137,10.67437406,10.55369086,10.46550628,38.36805984,39.27102212,39.49121215,39.45881281,41.5702623,0.3,7,716.2
114N07808,7.58607,4986.348176,2,0,0,24.10645184,1,970,1_R2L,10,0,3,7,10,0,3,7,5.831535018,WA,62.4939405,0.619448042,0.619451564,0.619470227,62.20923007,63.34923551,0.470002432,0.132361767,0.362589176,58.00009059,61.35574631,63.04346452,63.04346452,63.04346452,63.04346452,6.486398998,5.285458633,5.264573316,5.237906072,62.84481479,63.02105853,63.36392575,63.31992303,62.35126027,2.53,23,1145.92
114N07809,0.02219,4621,2,0,0,24,1,970,1_R2L,0,0,0,0,0,0,0,0,6.5,WA,79.884,0,0,0,79.884,79.884,0,0,0,65.49800182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.884,0,0,-1
114N08453,3.82645,16206.3925,2,0,0,24.23361756,2,530,1_R2L,17,0,10,7,6,0,4,2,7.925242381,WA,50.45868132,1.362412652,1.362420399,1.362461445,50.27452555,51.59258427,0.483717146,0.17442728,0.685799783,39.22981815,37.994573,49.89523833,49.89523833,49.89523833,49.89523833,11.1502468,12.42531853,11.95859494,11.58727961,49.07512675,49.64043243,49.91021739,49.99174043,50.48335549,1.32,11,1801.761006
114N14207,1.98225,2116,2,0,50,25.1090569,2,2,1_R2L,1,1,0,0,0,0,0,0,7.858975011,WA,60.47542373,1.719830115,1.719839894,1.719891708,60.47542373,59.4675,1.038170173,0.265802419,0.139007843,50.77986775,NA,NA,NA,NA,NA,NA,23.56242856,23.56242856,16.67191732,54.93664286,54.02175824,53.36826923,56.77385017,60.22025316,0,0,-1
114N14212,9.45497,2018.239448,2,0,50,26.02948248,5,2,1_R2L,2,0,1,1,2,0,1,1,4.422457884,WA,44.6106055,8.175038072,8.175084556,8.17533085,45.26917596,41.55535972,2.43526748,1.993139574,4.115918784,28.31737251,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.11675751,24.30238157,24.19323508,24.09629941,46.26128353,0,0,-1
114N14213,0.49621,5870.019881,2,0,50,24,3,2,1_R2L,1,0,1,0,0,0,0,0,6,WA,48.27989189,3.878060219,3.87808227,3.878199106,48.27989189,49.621,1.595726391,0.808070795,0.474153319,35.9836803,23.50468421,NA,NA,NA,NA,NA,18.35338077,18.35338077,18.35338077,43.56965854,41.43563444,43.33286691,43.56965854,49.621,0,0,-1
114N14211,13.45756,954.7212858,2,0,50,22.59167259,1,2,1_R2L,1,0,0,1,1,0,0,1,7.053361567,WA,61.45524228,1.622107609,1.622116832,1.622165702,61.48644224,61.24806068,0.802153829,0.283688749,0.010936596,50.63017568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.41258639,63.41258639,63.41258639,61.54372547,0,0,-1
114N14209,16.3154,674.0081768,2,0,50,23.3684447,1,2,1_R2L,3,0,2,1,3,0,2,1,6.907885212,WA,64.90103867,2.172745008,2.172757362,2.172822822,64.61544554,66.93692592,1.672059654,0.796754826,2.734394,54.87132995,NA,NA,NA,NA,NA,NA,10.30464821,10.30464821,10.30464821,63.25264105,64.63304541,65.48628693,65.71063308,64.70800372,0,0,-1
114N14210,6.75553,818.924239,2,0,50,23.25704967,1,2,1_R2L,1,0,1,0,1,0,1,0,6.722800369,WA,64.68060638,2.032268807,2.032280362,2.03234159,64.68060638,65.20082574,1.574959926,1.105364964,1.875331841,56.95008524,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.51304105,64.36034634,64.36034634,64.36034634,64.50903979,0,0,-1
114N14208,1.62587,1387,2,0,50,24,1,2,1_R2L,0,0,0,0,0,0,0,0,7,WA,58.2401194,2.219305348,2.219317967,2.219384829,58.53132,57.95180198,1.579980969,0.317415092,1.656178203,44.65920576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.95180198,0,0,-1
114N14887,2.123,3101.689469,2,0,55,24.9731568,2,14,1_R2L,1,0,1,0,0,0,0,0,3.7567108,WA,54.59142857,0.964731348,0.964736834,0.964765899,54.39715302,54.59142857,0.788961918,0.369604146,0.348146215,47.38579222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.20425532,0,0,-1
114N15191,3.67213,4578.437506,2,0,0,22.97571694,3,116,1_R2L,3,0,1,2,2,0,1,1,3.718362041,WA,41.70242271,3.662523887,3.66256473,3.662787097,41.70242271,41.70242271,0.915696395,0.523807967,0.023329166,30.36557207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.59557325,40.26718893,39.87334861,41.43448023,0.8,14,90.00314169
114N15190,1.10912,6517,2,0,0,27.17226991,3,116,1_R2L,2,0,0,2,0,0,0,0,5.273001146,WA,36.63148624,2.5140091,2.514037136,2.514189772,36.63148624,37.31618692,1.176948206,0.370563789,1.128959167,27.2633104,NA,NA,NA,NA,NA,NA,NA,7.861253772,8.518021216,34.11919774,35.37688988,35.65866416,34.72027826,36.63148624,0.64,5,1145.92
114N15387,2.57122,15373,2,0,60,22.23083695,3,104,1_R2L,0,0,0,0,0,0,0,0,6,WA,37.025568,5.773874895,5.773939284,5.77428984,37.62760976,35.45156715,1.075644724,1.603481882,1.294185167,23.85728224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.9050646,0.08,1,1145.92
114N14370,1.56316,17158,2,0,60,39.25755334,P,104,1_R2L,0,0,0,0,0,0,0,0,0.464029164,WA,44.66171429,1.261332392,1.261339564,1.261377565,44.31004724,45.78210525,0.362302756,0.23436721,0.26517098,40.17837946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.66171429,0,0,-1
114N15390,2.42746,18607.05127,2,0,0,22.17203449,2,307,1_R2L,12,0,6,6,8,0,3,5,4.80053316,WA,45.99397895,3.047240768,3.04727475,3.04745976,46.11533509,45.87325984,0.295342544,0.371673635,0.82271751,38.29768027,39.93780756,42.79202009,42.79202009,42.79202009,42.79202009,5.093980849,6.34716442,7.27605741,7.836302577,45.2497966,45.27904663,45.5161097,46.37645451,46.23733333,0,0,-1
114N15392,0.57475,12691,2,0,0,22,2,307,1_R2L,3,0,2,1,1,0,0,1,7,WA,50.46585366,3.047286056,3.047320039,3.047505052,50.46585366,51.7275,0,0.163149512,0.892118684,43.75807292,NA,48.08194286,48.08194286,48.08194286,48.08194286,5.57361768,3.720809793,3.720809793,3.720809793,47.46244186,51.07928571,50.30142857,50.30142857,50.46585366,0.24,3,5729.6
114N15393,0.14186,13233.80694,2,0,0,26.23516469,2,307,1_R2L,7,0,3,4,0,0,0,0,6.294139219,WA,42.558,3.779496553,3.779538701,3.77976817,42.558,42.558,0,0,2.735731854,34.00393254,NA,39.28430769,39.28430769,39.28430769,39.28430769,NA,16.83527295,14.81771032,12.83300618,39.61167692,39.28430769,40.75746923,42.558,42.558,0,0,-1
114N15514,5.45467,7283.528177,2,0,0,22.02616766,2,546,1_R2L,7,0,5,2,5,0,3,2,2.867534514,WA,52.57513253,0.711186922,0.711194853,0.711238032,52.364832,52.78712903,0.261674718,0.27389941,0.378550662,45.16931748,37.26150285,47.54788349,47.54788349,47.54788349,47.54788349,15.16026261,15.0261377,13.68949209,13.13671758,53.17495284,52.18775326,51.65547624,52.15620717,52.364832,0,0,-1
114N15512,1.4952,8518,2,0,0,22.44891131,2,546,1_R2L,0,0,0,0,0,0,0,0,4,WA,48.06,1.600301287,1.600319134,1.600416295,48.06,48.06,0.176760476,0.567193054,0.306158125,38.43538117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.06,0,0,-1
114N14374,2.33656,5884.496926,2,0,0,25.29375427,1,970,1_R2L,8,0,1,7,4,0,0,4,5.084940659,WA,56.07744,0.745394789,0.745399028,0.745421485,56.07744,56.45379866,0.507324328,0.241354831,0,44.04508527,60.08297143,54.91219449,54.91219449,54.91219449,54.91219449,13.2213355,11.84451376,13.2660771,12.69513796,52.69620329,56.45379866,56.45379866,56.45379866,56.07744,0.71,7,75.00458175
114N14898,5.49321,7073.125899,4,56.66453175,60,45.63505982,1,12,3_RMD,1,0,0,1,1,0,0,1,7.055591137,WA,63.37981007,0.3421845,0.342186446,0.342196755,63.1806901,63.79211613,0.21068425,0.120573977,0.238604989,60.69186221,64.52057423,57.57075983,57.57075983,57.57075983,57.57075983,NA,0.540863063,1.704076067,1.960268,62.53697419,63.1806901,63.5857792,63.32309853,63.2817792,0,0,-1
114N15386,1.48674,15373,2,0,60,24,3,104,1_R2L,0,0,0,0,0,0,0,0,4,WA,46.1402069,3.069686304,3.069720536,3.069906909,46.1402069,44.9770084,0.207188699,0.219756801,0,35.87475357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.54142609,0,0,-1
114N15494,1.6988,4613,2,0,0,22,1,128,1_R2L,1,0,0,1,1,0,0,1,4,WA,55.09621622,0.692711437,0.692719162,0.692761219,55.09621622,55.59709091,0.517978708,0.333413469,0.714842351,48.01057523,NA,48.92544,48.92544,48.92544,48.92544,NA,NA,0.562528624,0.459302698,51.76246745,57.29850847,54.4425323,54.3266368,55.09621622,0,0,-1
114N15495,0.02212,4613,2,0,0,22,1,128,1_R2L,0,0,0,0,0,0,0,0,4,WA,79.632,14.83502501,14.83519045,14.83609115,79.632,79.632,0,0,0,49.58670133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.632,0,0,-1
114N15515,0.03231,5369,2,0,0,22,2,546,1_R2L,0,0,0,0,0,0,0,0,2,WA,23.2632,4.531743804,4.53179434,4.532069481,23.2632,23.2632,0.949716163,0.390135724,2.741594412,16.03239851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.2632,0,0,-1
