TMC,DISTANCE,AADT,NO_LANES,MEDWID,SPD_LIMT,SURF_WID,ACCESS,RTE_NBR,Facility_Type,Total,Fatal,Injury,PDO,Total_NonInt,Fatal_NonInt,Injury_NonInt,PDO_NonInt,SHD_WID,myState,OptSpd,SpdVarr1,SpdVarr1_wkd,SpdVarr1_wke,OptSpd_wkd,OptSpd_wke,SpdVarr2,SpdVarr3,SpdVarr4,SpdAvg,SpdCrash,SpdBefCr1,SpdBefCr2,SpdBefCr3,SpdBefCr4,SpdBefCrSD1,SpdBefCrSD2,SpdBefCrSD3,SpdBefCrSD4,SpdBefCrSim1,SpdBefCrSim2,SpdBefCrSim3,SpdBefCrSim4,SpdFF,L_of_Cuv,N_of_Cuv,MinRadius
114P04159,1.42104,124247.9891,6,34,60,72,F,5,0_RI,13,0,5,8,9,0,4,5,8,WA,61.884,0.627206887,0.627210453,0.627229349,61.26639521,63.15733333,0.443309663,0.205333207,0.458522699,57.08179322,53.71810982,61.63546988,61.63546988,61.63546988,61.63546988,16.7307689,14.29159527,12.64936631,11.84229992,62.13454251,62.38712195,62.38712195,62.38712195,61.63546988,0,0,-1
114P04158,2.45499,118353.3158,6,238.3796608,60,73.14081636,F,5,0_RI,51,1,12,38,50,1,12,37,7.684174926,WA,62.09342389,0.899527776,0.899532891,0.899559992,61.66021395,63.12831429,0.42230895,0.226733768,0.425137822,57.44602646,59.28871463,61.07787293,61.07787293,61.07787293,61.07787293,16.42333217,15.87447391,15.22304718,14.61835985,62.38562824,62.2391831,62.2391831,62.09342389,61.94834579,0,0,-1
114P04993,4.39814,44706.87206,4,40,70,48,F,5,0_RI,14,0,1,13,14,0,1,13,8,WA,64.10244534,0.635553141,0.635556755,0.635575903,63.75827114,65.15762963,0.364849297,0.219430444,0.06328764,61.50198956,62.93476199,63.67280429,63.67280429,63.67280429,63.67280429,3.194333397,3.825826752,3.665911091,3.464504229,64.4503555,64.27592963,64.10244534,64.10244534,64.10244534,0,0,-1
114P05005,4.28321,30856.63646,4,76,70,48,F,5,0_RI,10,1,0,9,10,1,0,9,7,WA,66.55923453,1.877173426,1.8771841,1.877240655,66.08381143,68.22812389,1.0653999,0.500243229,0.284631203,62.04428522,64.55618016,65.30497032,65.30497032,65.30497032,65.30497032,8.427312431,8.150940071,7.15149372,6.612937503,66.15227433,65.27259398,65.62915224,66.46360345,66.32067097,0,0,-1
114P04964,4.92652,64253.46196,6,181.4787951,70,72.41938682,F,5,0_RI,26,0,8,18,25,0,7,18,7.952021575,WA,66.50802,2.188790001,2.188802447,2.18886839,66.09492671,67.52083249,0.853308341,0.598334386,0.605918285,63.07168732,66.96308844,65.6180876,65.6180876,65.6180876,65.6180876,3.223532575,3.299753203,3.312904191,3.253727359,66.73744959,66.50802,66.50802,66.50802,66.09492671,0,0,-1
114P04839,1.96,15348.25204,4,23.91403645,69.36293863,49.45287051,F,89.41754389,0_RI,1,0,0,1,1,0,0,1,4.410250003,WA,61.89473684,0.896908719,0.896913819,0.896940841,61.71428571,62.72,0.498848811,0.571755702,0.394227674,57.40163628,56.22310757,59.14961283,59.14961283,59.14961283,59.14961283,7.905784275,5.854011042,5.000047783,4.667468172,61.36116152,59.29411765,61.35652174,60.82758621,61.71428571,0,0,-1
114P05006,3.61597,24664.07893,4,76,70,48,F,5,0_RI,2,0,0,2,2,0,0,2,7,WA,66.41577551,1.709698589,1.709708311,1.70975982,65.9113519,68.33329134,0.954804324,0.659087884,0.337603406,62.94769072,65.57930479,64.14876299,64.14876299,64.14876299,64.14876299,3.416819867,3.167664157,3.339856277,3.272335276,65.51465695,65.0343928,65.41453266,65.41453266,66.19063729,0,0,-1
114P04856,6.38373,30271.07704,4,425.0014582,65,48,F,90,0_RI,27,0,8,19,27,0,8,19,5.967278041,WA,59.58883665,2.017173228,2.017184697,2.01724547,58.99354985,60.95869496,1.662369338,1.2520314,0.987538363,54.019243,61.06725898,60.16626592,60.16626592,60.16626592,60.16626592,8.456656111,8.24638859,7.51357502,7.051251946,62.59696535,62.44953261,62.33660398,62.33660398,59.53737824,0,0,-1
114P05427,25.20849,6041.097884,2,0,55,24.44728939,1,2,1_R2L,25,0,5,20,21,0,4,17,3.673914063,WA,53.89308436,1.033911336,1.033917215,1.033948364,53.49649599,55.02118328,1.405169902,0.700686525,0.303440066,44.74651979,57.1800668,53.05964515,53.05964515,53.05964515,53.05964515,11.61333819,11.07163784,10.5876011,10.12134802,53.82440975,53.86163126,54.21613257,54.25177735,53.93258558,0,0,-1
114P05423,7.43807,18439,2,0,55,22,2,2,1_R2L,6,0,4,2,4,0,3,1,7.685493066,WA,49.58713333,2.461277044,2.461291039,2.461365191,49.52599014,49.67913173,0.276612081,0.514855324,0.620922098,38.73130348,43.64288146,40.95264045,40.95264045,40.95264045,40.95264045,13.46321099,15.78994678,14.67721475,14.39740569,49.11434069,49.13526474,48.70327082,49.04221978,49.67913173,0,0,-1
114P05420,1.23275,26492.76034,2,0,55,24,2,2,1_R2L,4,0,2,2,2,0,1,1,8,WA,59.97162162,0.964379289,0.964384772,0.964413827,59.97162162,60.79315068,0.340045463,0,0.597045126,55.69360444,21.71892333,59.95149692,59.95149692,59.95149692,59.95149692,4.823129989,3.64036963,4.535079982,4.773799827,61.30432432,60.63797297,60.50365949,60.25720077,60.24298643,0,0,-1
114P05413,2.29259,77569.70031,4,50,55,69.00944895,F,2,3_RMD,30,0,11,19,28,0,10,18,0,WA,58.53421277,0.852982727,0.852987577,0.853013275,58.122,60.02417455,1.054444291,0.121070229,0.926150238,54.30704897,59.80669565,57.31475,57.31475,57.31475,57.31475,6.560477064,6.079566151,5.64220535,5.390679845,57.58133023,57.58133023,57.60817468,57.71555245,58.74251957,0,0,-1
114P05212,5.85226,7073.513534,2,0,55,24.84787198,5,14,1_R2L,7,0,2,5,4,0,0,4,4.316071098,WA,47.9502397,1.437923704,1.43793188,1.437975201,47.88212727,49.10987413,1.099077231,0.504319086,0.070674971,38.85727336,33.01787641,48.28841819,48.28841819,48.28841819,48.28841819,14.62604998,12.32823456,12.02022425,11.51153982,45.47442674,47.32086362,48.07885333,47.42941459,47.88212727,0,0,-1
114P05213,17.24209,2594.681715,2,0,55,23.15828381,2,14,1_R2L,8,0,3,5,7,0,2,5,5.351063819,WA,58.44776271,0.643808802,0.643812463,0.643831859,58.44776271,59.05949001,0.201256285,0.181937003,0.436680123,50.8350124,56.47471062,59.68415769,59.68415769,59.68415769,59.68415769,7.775452678,6.390285902,7.16531065,6.866141217,57.80413667,57.62359773,58.09220777,58.24308342,58.44776271,0,0,-1
114P05211,7.22992,4718.5909,2,0,55,23.24186954,2,14,1_R2L,10,0,4,6,8,0,3,5,4.551718943,WA,51.74495427,1.428116634,1.428124754,1.42816778,51.54002376,53.44499384,0.702044935,0.253619005,0.233281709,42.96951594,49.01978223,53.13257825,53.13257825,53.13257825,53.13257825,11.13226209,9.26993743,8.76010542,8.14359172,53.30520904,53.78739826,53.67647346,53.44499384,51.54002376,0,0,-1
114P05214,0.71792,1041.502613,2,0,55,23.13344721,2,19.5380591,1_R2L,0,0,0,0,0,0,0,0,3.372467979,WA,35.40427397,1.22135905,1.221365995,1.221402792,35.16342857,36.14702098,0.397541048,0.514355875,0.179998617,28.05052922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.40427397,0,0,-1
114P05210,2.81909,5228,2,0,55,25.49416179,P,14,1_R2L,1,0,1,0,1,0,1,0,7.343790467,WA,56.07029834,1.656276521,1.656285939,1.656335838,55.76221978,57.01530337,0.552829247,0.142039636,0.453002024,43.62185762,17.58877643,47.84965955,47.84965955,47.84965955,47.84965955,18.60246809,18.21068731,17.37231803,17.24107495,56.10162253,56.07029834,56.07029834,55.26155479,56.07029834,0,0,-1
114P05215,0.0271,4909,2,0,55,25,2,97,1_R2L,2,0,1,1,0,0,0,0,7.5,WA,19.512,1.662081873,1.662091324,1.662141398,19.512,19.512,0.093877154,0,0,15.76057405,NA,5.738823529,5.738823529,5.738823529,5.738823529,NA,NA,6.074404067,6.725575232,16.26,19.512,24.39,24.39,19.512,0,0,-1
114P05428,2.11804,5066.528532,2,0,55,23.02150939,1,2,1_R2L,2,0,1,1,2,0,1,1,3.187408482,WA,62.49954098,1.953745448,1.953756557,1.953815419,62.49954098,62.49954098,1.850532673,0.95798214,0.365238424,55.42428198,38.50981818,48.25913924,48.25913924,48.25913924,48.25913924,NA,8.163083299,11.91264017,11.4607716,62.20888452,63.02877097,63.91497176,62.0689039,62.49954098,0,0,-1
114P05429,8.3187,5086.423733,3,0.836413947,55.07083886,33.90507564,P,2,2_RMU,9,0,4,5,9,0,4,5,5.470673795,WA,62.06698446,2.43663319,2.436647045,2.436720455,61.62,63.21002218,1.743746879,1.016455312,0.047175297,51.58224432,53.58073784,59.51194737,59.51194737,59.51194737,59.51194737,15.52040781,19.10281102,18.16854884,17.64819289,63.44771186,62.9811114,62.38375778,62.39025,62.00273292,0,0,-1
114P05539,8.58865,1997.096489,2,0,59.99947613,23.99587666,1,11.99947613,1_R2L,4,0,0,4,4,0,0,4,4.96117576,WA,61.14529993,0.615153184,0.615156682,0.615175215,61.2260198,60.86444882,0.2249231,0.179798378,0.025432632,56.8748903,62.2115493,64.92241546,64.92241546,64.92241546,64.92241546,6.233381782,5.390957313,4.81124976,5.773893603,62.14419427,61.15370561,61.18665589,61.21087984,61.10501976,0,0,-1
114P05650,4.59745,20725,4,40,60,48,F,12,3_RMD,1,0,0,1,0,0,0,0,7,WA,63.41310345,0.654288316,0.654292037,0.654311749,63.1710687,64.99013089,0.510901003,0.225774235,0.725644659,58.88030839,61.5272119,62.19335365,62.19335365,62.19335365,62.19335365,3.257049624,3.634471639,3.023164394,3.164748499,63.02077577,63.00878894,62.93087452,63.03276261,63.41310345,0,0,-1
114P05540,7.21573,1458,2,0,60,24,1,12,1_R2L,2,0,0,2,2,0,0,2,2,WA,60.78774103,0.595268769,0.595272154,0.595290088,60.93032369,60.41076279,0.261717628,0.073399631,0.198684144,55.84461048,59.16182302,56.55322254,56.55322254,56.55322254,56.55322254,1.359597693,0.82408259,2.200536409,3.321424823,61.05015973,60.81029108,61.04965452,60.79961824,60.69305607,0,0,-1
114P05435,7.0246,25220.17032,2,2.774454869,55,24.59624493,F,18,4_OTH,26,0,8,18,25,0,8,17,5.323873935,WA,51.78898436,1.034041925,1.034047804,1.034078957,50.84831099,54.26729614,0.701907183,0.377746456,0.658808594,44.03816273,51.97302319,51.24501913,51.24501913,51.24501913,51.24501913,8.582419164,8.00882097,7.665697483,7.528058593,51.15689818,51.45185386,51.63916855,51.67785952,51.82081967,0,0,-1
114P05434,1.62603,30044.10416,4,45.01159177,59.27548108,50.41768237,F,18,3_RMD,5,0,0,5,5,0,0,5,6.374583959,WA,61.61797895,0.335619574,0.335621483,0.335631594,61.61797895,62.27348936,0.321274598,0.096351042,0.15670465,58.42211513,62.60650267,62.22076352,62.22076352,62.22076352,62.22076352,2.797157221,2.911493134,2.909819705,2.785665211,60.976125,61.40253147,61.40253147,61.33834764,61.61797895,0,0,-1
114P05646,4.52644,24421,4,41.27929881,55,48.22599759,P,20,3_RMD,6,0,1,5,2,0,0,2,6.786328009,WA,52.22815385,3.18795603,3.187974157,3.188070202,51.24271698,54.49894314,0.374643455,0.12200808,0.64225157,39.57420687,26.31479801,41.06191501,41.06191501,41.06191501,41.06191501,11.89197589,12.01091383,13.64778549,12.77579484,49.76258778,50.77730616,51.38817558,52.52701902,52.82069368,0,0,-1
114P05433,0.55784,32027.87617,4,48,60,49.40958372,F,18,3_RMD,0,0,0,0,0,0,0,0,6.740339841,WA,62.757,0.904799422,0.904804567,0.904831826,62.757,64.78141935,0.360999001,0,0,60.21538911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.757,0,0,-1
114P05432,0.94211,33801,5,48,60,57.34852778,F,18,3_RMD,3,0,1,2,3,0,1,2,6.626478625,WA,62.80733333,0.74659993,0.746604175,0.746626668,62.80733333,63.99237736,0.476822693,0,0,59.88960673,64.09405558,60.21413212,60.21413212,60.21413212,60.21413212,2.417716223,2.874042024,2.648985027,3.376976186,63.60363862,63.0804087,63.20728483,63.06090331,62.80733333,0,0,-1
114P05431,0.61853,33801,4,48,60,57.37719877,F,18,3_RMD,1,0,0,1,1,0,0,1,7,WA,61.853,1.095647061,1.095653291,1.0956863,61.853,63.62022857,0.569310012,0,0,58.07295721,51.78390698,64.39988824,64.39988824,64.39988824,64.39988824,4.210588062,3.3244777,8.222745876,7.214824294,62.76049575,62.26146321,62.68061056,62.33214296,61.853,0,0,-1
114P05655,7.74054,5916.102277,2,2.431132449,30,32.51931924,4,101,4_OTH,5,0,2,3,2,0,1,1,5.513751545,WA,45.68187541,2.212379452,2.212392032,2.212458686,44.98134625,47.69933053,1.018337652,0.45817452,0.434414964,35.79550459,43.3625965,50.56268947,50.56268947,50.56268947,50.56268947,19.45546708,17.05070735,14.27128465,12.89718744,45.56234019,45.96730717,45.5326085,45.54501183,45.43051866,3.24,58,358.1
114P05555,1.71148,4299.293575,2,0,60,24,P,195,1_R2L,0,0,0,0,0,0,0,0,7.395282842,WA,57.04933333,1.233218668,1.23322568,1.233262834,57.04933333,57.04933333,1.207778576,0.471965739,0,45.3425193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.52594495,1.67,10,499.965096
114P05553,0.05536,4384,2,12,0,24,P,195,4_OTH,0,0,0,0,0,0,0,0,4,WA,66.432,0,0,0,66.432,66.432,0,0,0,58.93445666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.432,0.05536,6,235.0123052
114P05808,4.86549,11955.31053,2,1.101319712,60,25.24006524,5,2,1_R2L,10,0,3,7,6,0,1,5,3.508081868,WA,49.13257784,2.228032114,2.228044783,2.228111908,48.92671508,49.76069318,1.735315677,0.489127965,0,36.60521357,48.04996328,41.74201594,41.74201594,41.74201594,41.74201594,12.45689334,12.84514457,12.78038541,12.47586412,46.83738803,46.83765524,47.30880355,47.59718478,49.40977151,0,0,-1
114P05715,3.61603,6533.926831,4,49.80454971,60,48,P,2,3_RMD,1,0,0,1,1,0,0,1,7,WA,62.58513462,0.929157363,0.929162646,0.929190639,62.28568421,63.19275728,0.93057017,0.328442492,0.669581939,56.64446915,55.31603966,64.20154497,64.20154497,64.20154497,64.20154497,2.846590045,2.736608119,2.79760406,2.808884765,63.07134568,61.96224939,61.69529858,61.69529858,62.58513462,0,0,-1
114P05720,0.12292,11535,4,0,60,54.12121552,5,2,2_RMU,1,0,0,1,1,0,0,1,0,WA,23.29010526,1.823404986,1.823415354,1.823470288,23.29010526,22.1256,0.585661183,0.637825801,0,14.53342767,NA,8.676705882,8.676705882,8.676705882,8.676705882,NA,NA,3.346558673,3.346558673,12.92829176,15.87837176,14.56602,14.56602,22.1256,0,0,-1
114P05718,4.17994,4583,2,0,60,24,2,2,1_R2L,9,0,3,6,8,0,3,5,8,WA,62.18092562,0.846249638,0.846254449,0.846279945,62.18092562,62.6991,0.869838168,0.127944346,0.105940973,56.2936137,60.33880297,59.64665177,59.64665177,59.64665177,59.64665177,1.339739358,7.643872495,10.54253088,10.25307133,60.92220243,62.33637793,61.88696837,61.92503704,62.18092562,0,0,-1
114P05822,1.62587,1387,2,0,50,24,1,2,1_R2L,0,0,0,0,0,0,0,0,7,WA,56.82652427,2.940980025,2.940996748,2.941085352,56.28011538,57.95180198,1.708897322,0.54553057,0.811527319,41.69342998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.82652427,0,0,-1
114P05716,1.76873,4514.528513,2,7.117456191,60,26.49689293,P,2,4_OTH,0,0,0,0,0,0,0,0,7.944043918,WA,63.99425126,0.908771996,0.908777164,0.908804543,63.67428,64.9737551,0.65406518,0.078702523,0.464074574,57.43929626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.31745455,0,0,-1
114P05914,7.56678,3538.055899,2,0,55,24.05135588,2,14,1_R2L,2,0,1,1,2,0,1,1,4.403373111,WA,57.34822737,0.664198249,0.664202025,0.664222036,57.2277479,58.08189339,0.491381418,0.409284161,0.438795122,46.5178897,NA,NA,NA,NA,NA,NA,13.42287198,13.42287198,10.39017789,57.66310772,57.94642445,58.31938831,57.42727335,57.26385373,0,0,-1
114P05917,1.29361,7098.462608,2,0,55,22.31517766,2,14,1_R2L,1,0,0,1,1,0,0,1,2.568622349,WA,51.7444,0.497607732,0.497610561,0.497625553,51.7444,51.7444,0.346960995,0,0.813185196,46.14023963,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.89316705,48.89316705,48.89316705,48.89316705,51.7444,0,0,-1
114P05915,9.4736,4391.771838,2,0,55,24.77158417,5,14,1_R2L,10,0,2,8,7,0,1,6,3.909101426,WA,57.41575758,0.753854003,0.75385829,0.753881001,57.3192605,57.80501695,0.423246775,0.168016739,0.43723196,46.33169419,51.13187406,54.24405062,54.24405062,54.24405062,54.24405062,11.3072203,14.40259959,16.88484468,15.59250588,55.11564049,56.40447349,56.39747947,56.40214215,57.37229466,0,0,-1
114P05918,1.92111,3049.711331,2,0,55,24,2,14,1_R2L,0,0,0,0,0,0,0,0,4,WA,55.327968,1.371423975,1.371431773,1.37147309,55.327968,55.70696351,0.814192564,0.484901052,0.315506301,47.70689556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.88885714,0,0,-1
114P05916,0.2442,8919,2,0,55,27.90014781,2,14,1_R2L,0,0,0,0,0,0,0,0,3.074889142,WA,41.86285714,1.115740857,1.115747201,1.115780816,41.86285714,39.96,1.042237781,0,0,32.88280844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.86285714,0,0,-1
114P05670,4.93926,2388.323302,2,0,0,22.59945341,P,26,1_R2L,2,0,1,1,1,0,0,1,7.887965393,WA,62.1725035,0.879888312,0.879893315,0.879919824,61.95587456,63.2787758,0.504947419,0.628939393,0.799076141,49.28397302,30.93684821,49.259035,49.259035,49.259035,49.259035,17.83432242,16.10473555,14.37664401,15.88019363,60.69269461,61.14783746,62.54431658,62.60483624,62.1725035,0,0,-1
114P05669,4.2688,2940.005944,2,0,0,22.0908555,P,26,1_R2L,2,0,0,2,1,0,0,1,8.609042064,WA,63.50280992,0.930427572,0.930432862,0.930460894,63.50280992,64.57008403,0.470584832,0.411313837,0.380482869,55.81651198,57.61334406,60.68148837,60.68148837,60.68148837,60.68148837,23.18687948,20.59518835,20.26012009,19.2551863,63.29374717,63.50280992,63.50280992,63.50280992,63.50280992,0,0,-1
114P05816,4.72145,5346.158175,2,0,55,24.04236257,1,97,1_R2L,7,0,5,2,5,0,3,2,7.948301049,WA,57.22969697,1.649700864,1.649710244,1.649759946,57.22969697,58.01098976,0.921555716,0.298383605,1.587722238,47.3974412,54.65344051,55.2089394,55.2089394,55.2089394,55.2089394,18.22419457,12.97335169,11.69387491,11.11566368,53.89966338,54.83859973,56.46916944,56.46916944,57.42304054,0,0,-1
114P05806,1.2267,2716.777595,2,0,55,21.88380069,1,97,1_R2L,1,0,0,1,1,0,0,1,4.045117033,WA,52.57285714,1.615732015,1.615741202,1.615789881,52.57285714,53.85512195,0.808726002,0.512334579,0.458811108,42.31399767,NA,52.99344,52.99344,52.99344,52.99344,NA,15.53221407,13.32398424,13.32398424,55.64907973,51.18684545,50.18318182,50.01402503,52.57285714,0,0,-1
114P05826,0.16029,17158,2,0,60,24,P,104,1_R2L,2,0,0,2,0,0,0,0,10,WA,32.97394286,1.047608985,1.047614942,1.047646504,32.97394286,33.94376471,4.416485682,0.94295932,1.076813285,25.38728433,28.43805359,33.94376471,33.94376471,33.94376471,33.94376471,NA,9.331986766,7.262575875,7.239806004,33.94376471,33.94376471,33.94376471,33.94376471,32.058,0,0,-1
114P05825,8.45375,6987.604289,2,0,60,22.01892527,P,104,1_R2L,13,0,3,10,6,0,2,4,7.408755638,WA,61.85670732,0.838741244,0.838746013,0.838771282,61.66869301,62.42769231,0.341210974,0.134976335,0.226608437,56.52649464,60.03912594,61.48181818,61.48181818,61.48181818,61.48181818,14.43813422,13.94878026,12.74002175,11.4549897,60.71522707,61.07570728,61.16058063,61.23440644,61.85670732,1.45,8,124.991274
114P05773,1.27468,11315.39275,2,0,60,39.43625465,5,395,1_R2L,8,0,4,4,1,0,1,0,3.801407736,WA,33.01329496,1.146096907,1.146103424,1.146137953,33.01329496,34.764,0.399092573,0,0.366893435,24.73046183,29.80178583,28.86131255,28.86131255,28.86131255,28.86131255,9.320972078,8.599526473,8.656785688,8.59608038,33.31384457,32.54502128,32.96596408,33.18075371,33.01329496,0.62,11,127.0139659
114P05776,0.92083,7833.894954,2,0,60,24,5,395,1_R2L,2,0,0,2,2,0,0,2,6.51681006,WA,36.03247826,1.499162036,1.49917056,1.499215726,35.64503226,36.88464302,0.847547844,0.419910663,0.292640511,28.81829734,NA,33.07402215,33.07402215,33.07402215,33.07402215,4.937605161,5.162242591,5.08942448,5.935828199,38.99985882,38.99985882,38.67486,38.28262004,36.03247826,0.92083,12,1432.4
114P05775,6.50703,8225.742156,2,0,60,29.35493963,3,395,1_R2L,8,0,3,5,7,0,2,5,6.68113618,WA,56.58286957,0.769119568,0.769123941,0.769147113,56.37859928,57.4854184,0.419894239,0.172810354,0.297792188,48.38812155,52.14664958,54.73202804,54.73202804,54.73202804,54.73202804,12.39177427,12.37128369,10.90034416,11.22356125,56.38030559,55.90765632,55.90765632,55.92769491,56.58286957,2.18,14,1637.028571
114P05723,8.9953,9466.202793,4,109.7567366,70,48,F,395,3_RMD,11,0,6,5,11,0,6,5,7,WA,64.76616,0.986556253,0.986561863,0.986591585,64.67992011,65.15710262,0.738752286,0.452318142,0.154400648,62.47290094,62.07848939,62.75790698,62.75790698,62.75790698,62.75790698,2.70391837,5.48620396,5.954673719,5.878393168,64.63043973,65.53953267,65.3389687,65.50859069,64.72301133,2.2,14,3200.893855
114P05728,5.59475,7833.330301,4,75,70,48,F,395,3_RMD,6,0,2,4,6,0,2,4,7,WA,64.55480769,0.834738722,0.834743469,0.834768617,64.48591249,64.55480769,0.610029532,0.307090797,0.048820473,62.21712095,65.15179679,63.62189491,63.62189491,63.62189491,63.62189491,3.023944421,3.310156978,3.095730611,2.819772362,64.17089673,64.47903766,64.56171195,64.42747643,64.55480769,0.74,2,11459.2
114P05742,1.60245,8164.603564,4,97.22847029,70,49.00486803,F,359.7784766,3_RMD,1,0,0,1,1,0,0,1,6.754518766,WA,64.57634328,0.94472419,0.944729561,0.944758024,64.45608939,64.81820225,0.722282986,0.360102247,0,61.36825454,25.24647702,64.90642882,64.90642882,64.90642882,64.90642882,2.255173784,2.617155876,3.108058133,2.991101744,63.7496413,66.82727026,66.73033486,66.67232274,64.45608939,1.09,6,2459.055794
114P05777,2.25202,5665,2,0,60,23.98946398,2,395,1_R2L,2,0,1,1,2,0,1,1,4.414958723,WA,53.69054305,2.501871684,2.50188591,2.501961285,53.60194479,54.41122148,1.416902099,0.354270037,0.516460091,42.73292309,NA,9.088869955,9.088869955,9.088869955,9.088869955,NA,18.42646204,14.3005708,14.3005708,54.68935692,54.77886486,53.70476948,54.77886486,53.33731579,1.44,15,1432.4
114P05769,5.69586,6568.459499,2,0,60,25.83051971,2,395,1_R2L,12,1,3,8,9,0,3,6,6.507132771,WA,57.4372437,1.590653208,1.590662252,1.590710175,57.11725905,58.41907692,0.769391649,0.364747224,0.429984537,42.65674978,31.94285815,56.62373624,56.62373624,56.62373624,56.62373624,14.22394634,14.34656912,14.2182865,14.25883381,58.58598857,58.05704321,57.11725905,57.10666216,57.67959494,1.090000001,15,1273.244444
114P05738,5.35845,8068.800146,4,126,70,48.1528751,F,395,3_RMD,12,0,5,7,12,0,5,7,6.961781226,WA,64.44461024,0.887522833,0.88752788,0.887554619,64.3014,64.73295302,0.615793016,0.250455642,0,61.95230062,61.82826923,64.74749141,64.74749141,64.74749141,64.74749141,5.469581841,5.115354719,5.965978836,5.640011631,64.82737986,64.59927866,64.51645485,64.37292547,64.40874791,3.09,10,1499.895288
114P05778,0.49169,5344.151358,2,0,60,23.16464517,2,395,1_R2L,3,0,1,2,0,0,0,0,2.512830192,WA,50.57382857,2.396402188,2.396415814,2.396488012,50.57382857,52.06129412,1.360425333,1.215072676,0,41.47931951,44.2521,44.2521,44.2521,44.2521,44.2521,NA,NA,NA,4.470137142,NA,45.53308184,46.89589545,47.39947553,50.57382857,0.17,3,572.96
114P05774,0.80759,11178.8219,2,0,60,24,3,395,1_R2L,1,0,1,0,1,0,1,0,7.541899987,WA,53.83933333,1.427821198,1.427829317,1.427872334,53.83933333,55.91007692,0.781040057,0.220896164,0.745931972,46.81839154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.55090833,53.26248333,53.83933333,0.11,1,1830.543131
114P05717,1.30475,4513,2,0,60,24,2,2,1_R2L,3,0,1,2,3,0,1,2,8,WA,63.47432432,0.978848251,0.978853817,0.978883307,63.47432432,64.34383562,1.02948107,0,0,59.5886763,NA,61.32325,61.32325,61.32325,61.32325,9.711916764,9.711916764,10.81999598,10.14309895,58.00510598,61.99379241,61.83524051,62.628,63.47432432,0,0,-1
114P05719,1.63047,5134,2,0,60,24,2,2,1_R2L,3,0,1,2,2,0,1,1,8,WA,62.44353191,1.203396708,1.203403551,1.203439806,62.44353191,63.11496774,0.619274344,0.14933474,0,58.21603717,NA,56.43934615,56.43934615,56.43934615,56.43934615,NA,NA,0.387462567,0.387462567,59.57038607,60.3939398,61.63571069,61.08023457,62.44353191,0,0,-1
114P05919,15.31955,4134.782468,2,0,55,23.85905618,2,14,1_R2L,16,1,6,9,13,1,5,7,5.292919573,WA,55.22401202,0.900081498,0.900086616,0.900113733,55.0402994,56.21853211,0.690509188,0.163309705,0.121320112,47.61053537,52.26698598,55.17441934,55.17441934,55.17441934,55.17441934,12.91707143,11.29888151,10.89715961,10.05206787,54.84762016,55.31632899,55.31632899,55.31632899,54.93065737,0,0,-1
114P05671,3.01287,1228,2,0,0,22,P,26,1_R2L,2,0,1,1,2,0,1,1,8,WA,64.5615,1.644051916,1.644061265,1.644110796,64.17947929,66.85996297,0.86578836,0.92536899,0.871403754,61.10560365,NA,60.34704697,60.34704697,60.34704697,60.34704697,1.164305761,1.584061822,1.806550161,1.777798691,66.68637765,67.07031512,67.66403875,66.85243812,64.17947929,0,0,-1
