TMC,DATE,EPOCH1h,Travel_TIME_ALL_VEHICLES,Travel_TIME_PASSENGER_VEHICLES,Travel_TIME_FREIGHT_TRUCKS
108N05201,5222015,14,465,445.4,495.25
108N05201,5222015,15,455.25,429.6666667,486.5
108N05201,5222015,16,445.3333333,426.5,491.75
108N05201,5222015,17,447.1666667,427.3333333,496.5833333
108N05201,5222015,18,473.8333333,460.7272727,488.75
108N05201,5222015,19,476.75,446.4444444,494.5
108N05201,5222015,20,472.3333333,447.6363636,487.1666667
108N05201,5222015,21,443.9166667,429.8181818,483.5833333
108N05201,5222015,22,455.6666667,428.4,488.25
108N05201,5222015,23,478,462.1,487.0833333
108N05201,5232015,0,451.1666667,436.1818182,481.25
108N05201,5232015,1,459.6666667,440,474.75
108N05201,5232015,2,466.5,448.2222222,479.9090909
108N05201,5232015,3,484.3333333,444.4444444,492.3333333
108N05201,5232015,4,475.3333333,431.6666667,477.9166667
108N05201,5232015,5,475.3333333,452.0909091,484.5833333
108N05201,5232015,6,483.1666667,459.75,492.7272727
108N05201,5232015,7,455,428.9090909,492.4166667
108N05201,5232015,8,438.5,411.0909091,492.25
108N05201,5232015,9,464.5833333,431.3333333,494.8333333
108N05201,5232015,10,441.8333333,422.5833333,493.4166667
108N05201,5232015,11,452.1666667,427.6,490.6666667
108N05201,5232015,12,445.0833333,413.3636364,495.5833333
108N05201,5232015,13,468.9166667,445.0909091,491.5833333
108N05201,5232015,14,478.9166667,435.7272727,500.5833333
108N05201,5232015,15,493.25,454.625,495.75
108N05201,5232015,16,474.75,437.4545455,498.75
108N05201,5232015,17,484.9166667,433.875,497.4166667
108N05201,5232015,18,459.9166667,423,490.5
108N05201,5232015,19,483.5,451.4444444,490
108N05201,5232015,20,472.25,447.1666667,493.0909091
108N05201,5232015,21,485.1666667,471.3636364,494.4166667
108N05201,5232015,22,479.8333333,458.1666667,485.5833333
108N05201,5232015,23,497.5,452.7777778,507.6666667
108N05201,5242015,0,484.6363636,440.5,510.8
108N05201,5242015,1,477.3636364,394,485.7
108N05201,5242015,2,474.9166667,433,489.3333333
108N05201,5242015,3,486.3636364,435.25,499.5454545
108N05201,5242015,4,478.7272727,458.2,488.1
108N05201,5242015,5,498.9166667,474.6666667,499.6666667
108N05201,5242015,6,476.0833333,446.8571429,499.7777778
108N05201,5242015,7,476,437.7777778,500.5833333
108N05201,5242015,8,491.3333333,444,500.9166667
108N05201,5242015,9,475.5454545,440.3333333,489.7272727
108N05201,5242015,10,463.0833333,439.3,490.5833333
108N05201,5242015,11,481.5,453.3333333,493.0833333
108N05201,5242015,12,454.1666667,431.9,487.5833333
108N05201,5242015,13,494.1666667,457.4285714,496.75
108N05201,5242015,14,473.5,445.6363636,497.5
108N05201,5242015,15,464.1666667,435,503.9166667
108N05201,5242015,16,491.0833333,459.6,511.75
108N05201,5242015,17,453.1666667,443.0833333,494.9166667
108N05201,5242015,18,476.4166667,451.9090909,494.3333333
108N05201,5242015,19,481.3333333,459.8,492.6666667
108N05201,5242015,20,449.75,427.0833333,505.75
108N05201,5242015,21,461.75,435.25,493.75
108N05201,5242015,22,481.4166667,480.875,484.8181818
108N05201,5242015,23,481.5833333,443.875,498.7272727
108N05201,5252015,0,492.6666667,471,494.3333333
108N05201,5252015,1,477.1818182,443.875,492.1818182
108N05201,5252015,2,484.3333333,480.7142857,489.25
108N05201,5252015,3,485.9090909,458.8,505
108N05201,5252015,4,494.6,443.8571429,555.3333333
108N05201,5252015,5,498.6363636,459,499.4545455
108N05201,5252015,6,483.5833333,461.3333333,490.6666667
108N05201,5252015,7,496.3333333,451.6666667,502.5
108N05201,5252015,8,486.4166667,450.7,490.5
108N05201,5252015,9,481.25,432.3333333,496.1818182
108N05201,5252015,10,452.3333333,417.6666667,487.5833333
108N05201,5252015,11,481.6666667,449.6666667,496.5833333
108N05201,5252015,12,469,431.5833333,491.5833333
108N05201,5252015,13,462.75,443.3333333,491.5833333
108N05201,5252015,14,455.4166667,437.6363636,490.5833333
108N05201,5252015,15,469.6666667,455.5,493.6666667
108N05201,5252015,16,448.1666667,425.25,484.1666667
108N05201,5252015,17,479.1666667,452.6666667,491.25
108N05201,5252015,18,453.4166667,435.25,487.1666667
108N05201,5252015,19,469.1666667,447.5,500.5
108N05201,5252015,20,471.5833333,451.75,483.5833333
108N05201,5252015,21,473,452.4,496.3333333
108N05201,5252015,22,494.0833333,465.4285714,497.25
108N05201,5252015,23,487.75,448.5,494.9166667
108N05201,5262015,0,487.0833333,466.25,498.6666667
108N05201,5262015,1,462.1666667,450.4444444,469.9
108N05201,5262015,2,484.5,449.4,504.8181818
108N05201,5262015,3,469.3333333,455.2857143,473.9090909
108N05201,5262015,4,495.5,475.2857143,502.5833333
108N05201,5262015,5,478.0909091,465.2857143,480.0909091
108N05201,5262015,6,489.8333333,447.75,498.25
108N05201,5262015,7,476.9166667,442.4,492
108N05201,5262015,8,478.5,445.7272727,489.4166667
108N05201,5262015,9,471.4166667,446.6666667,490.1666667
108N05201,5262015,10,466.9166667,445.1818182,489.6666667
108N05201,5262015,11,460.75,440.5,490.5
108N05201,5262015,12,487.8333333,431,487.9166667
108N05201,5262015,13,471.3333333,439.3333333,490.75
108N05201,5262015,14,483.4166667,463.6666667,492.0833333
108N05201,5262015,15,468.1666667,451.5,494.5
108N05201,5262015,16,469,443,491.5833333
108N05201,5262015,17,483.75,449.3636364,503.6666667
108N05201,5262015,18,465.1666667,441.6666667,494.25
108N05201,5262015,19,468.5833333,441.4166667,486.25
108N05201,5262015,20,479.8333333,462.75,490.0833333
108N05201,5262015,21,481.1666667,465,486.25
108N05201,5262015,22,476.5833333,457,494
108N05201,5262015,23,485,479.0833333,485.3333333
108N05201,5272015,0,481.3333333,461.7,490.9090909
108N05201,5272015,1,472.9090909,461.1,478.7272727
108N05201,5272015,2,454.25,442.2,482
108N05201,5272015,3,476.6666667,455.4444444,478
108N05201,5272015,4,486.6666667,454.6,490.9166667
108N05201,5272015,5,482.1666667,441,487.6666667
108N05201,5272015,6,484.5,500.3636364,482.0833333
108N05201,5272015,7,479.9166667,464.2727273,483.6666667
108N05201,5272015,8,471.0833333,465.3,488.4166667
108N05201,5272015,9,480.75,451.4,493
108N05201,5272015,10,480.8333333,456.9166667,487.3333333
108N05201,5272015,11,482.3333333,441.9166667,488.5833333
108N05201,5272015,12,454.6666667,433.0833333,488.4166667
108N05201,5272015,13,475.8333333,467.4166667,492.5
108N05201,5272015,14,484.0833333,462.4166667,490
108N05201,5272015,15,469.75,449.8333333,490.4166667
108N05201,5272015,16,468.0833333,441.4166667,491.75
108N05201,5272015,17,476.6666667,454.8333333,490.5
108N05201,5272015,18,477.4166667,447.7272727,489.0833333
108N05201,5272015,19,468,436.1666667,490.9166667
108N05201,5272015,20,479.1666667,446,491.25
108N05201,5272015,21,471.1666667,446.3333333,488.8333333
108N05201,5272015,22,454.5,434.8181818,474.4166667
108N05201,5272015,23,481,460.7272727,490.8333333
108N05201,5282015,0,459.6666667,427.4,477.5
108N05201,5282015,1,478.75,456.625,482.9166667
108N05201,5282015,2,472.5833333,451.25,480.8333333
108N05201,5282015,3,473.9166667,460.8,476.8333333
108N05201,5282015,4,479.3333333,444.25,482.1666667
108N05201,5282015,5,468.9166667,443,488.0833333
108N05201,5282015,6,472.75,459.8333333,482.25
108N05201,5282015,7,477.1666667,445.5454545,495.4166667
108N05201,5282015,8,480.75,453,487.5833333
108N05201,5282015,9,472.6666667,451.6666667,486.5833333
108N05201,5282015,10,471.5833333,450.5833333,489.6666667
108N05201,5282015,11,458.6666667,434.0833333,487.6666667
108N05201,5282015,12,463,438.5833333,487.75
108N05201,5282015,13,483.8333333,451.5833333,490.9166667
108N05201,5282015,14,468.9166667,439.3333333,487.6666667
108N05201,5282015,15,463.5833333,436.75,485.25
108N05201,5282015,16,449.9166667,433.1666667,491.1666667
108N05201,5282015,17,450.1666667,428.8333333,487.1666667
108N05201,5282015,18,469.1666667,439.5833333,490.1666667
108N05201,5282015,19,463.4166667,439.8181818,492.3333333
108N05201,5282015,20,482.25,452.9,491.1666667
108N05201,5282015,21,468.9166667,454.1818182,483.9090909
108N05201,5282015,22,479.4166667,444.4,490.5833333
108N05201,5282015,23,475.5833333,454.4444444,484.0833333
108N05201,5292015,0,473.8333333,456.1666667,482.5
108N05201,5292015,1,462.6666667,449.0833333,474.3333333
108N05201,5292015,2,471.5833333,452.4,475.9166667
108N05201,5292015,3,474.3333333,459.1,478.4166667
108N05201,5292015,4,475,451.1111111,478.1666667
108N05201,5292015,5,485.8333333,465.1818182,488.6666667
108N05201,5292015,6,476.4166667,443,484.1666667
108N05201,5292015,7,470.25,443.1666667,494.1666667
108N05201,5292015,8,476.0833333,443.6,488.5
108N05201,5292015,9,476.5833333,439.6363636,500.0833333
108N05201,5292015,10,475.3333333,462.9166667,489.5833333
108N05201,5292015,11,484.75,450,490.25
108N05201,5292015,12,477.5833333,442,494.5
108N05201,5292015,13,469.8333333,437.8181818,487.1666667
108N05201,5292015,14,485.9166667,456.1666667,494.4166667
108N05201,5292015,15,465.8333333,434.2727273,491.25
108N05201,5292015,16,467.5,431.1818182,492.6666667
108N05201,5292015,17,475,446.4166667,495.8333333
108N05201,5292015,18,468.5,447.5,486.5833333
108N05201,5292015,19,482.6666667,460.8181818,488.5833333
108N05201,5292015,20,450.8333333,436.5833333,487.3333333
108N05201,5292015,21,475.5,447.4285714,489.1666667
108N05201,5292015,22,461.4166667,440.9090909,489.5833333
108N05201,5292015,23,455.75,439.5833333,487.3636364
108N05201,5302015,0,474.9166667,452.6,485.5833333
108N05201,5302015,1,477,462.5555556,481.4545455
108N05201,5302015,2,477.5,463.5,477.4166667
108N05201,5302015,3,469.9166667,438.8,479.4166667
108N05201,5302015,4,472.9090909,452.4285714,481.8181818
108N05201,5302015,5,457.6666667,435.125,482.5
108N05201,5302015,6,496.6666667,432.5555556,510.6666667
108N05201,5302015,7,470.5833333,440.4,488.8333333
108N05201,5302015,8,459.5,431.5,486.75
108N05201,5302015,9,465,442.1666667,488.5
108N05201,5302015,10,454.9166667,419.25,492.4166667
108N05201,5302015,11,465.3333333,438.5454545,484.8333333
108N05201,5302015,12,484.75,457.9166667,496.25
108N05201,5302015,13,479.75,435.5833333,495.5
108N05201,5302015,14,475.6666667,439,489.75
108N05201,5302015,15,471.5833333,449.6666667,491.75
108N05201,5302015,16,472.25,433.8,490.3333333
108N05201,5302015,17,486.5833333,462.2727273,491.75
108N05201,5302015,18,473.8333333,448.0833333,485.3333333
108N05201,5302015,19,480.3333333,446.6666667,490.8333333
108N05201,5302015,20,499,462.3333333,505.25
108N05201,5302015,21,517.75,506.1666667,539.0833333
108N05201,5302015,22,496.3333333,479.75,502.6666667
108N05201,5302015,23,491.3333333,468.5555556,502
108N05201,5312015,0,509.2727273,491.6666667,510.8181818
108N05201,5312015,1,476,444.875,489.4166667
108N05201,5312015,2,502.1666667,480.3333333,504
108N05201,5312015,3,502.4166667,472,503.3636364
108N05201,5312015,4,518.0833333,465.4,521.8333333
108N05201,5312015,5,484.75,459.6666667,501.9166667
108N05201,5312015,6,512.75,477.3333333,513.1666667
108N05201,5312015,7,498.5833333,472.3333333,501
108N05201,5312015,8,489,450.5454545,493.1666667
108N05201,5312015,9,487.1666667,469.25,494.5833333
108N05201,5312015,10,480.5833333,457.1666667,500.5833333
108N05201,5312015,11,481.4166667,453.0833333,489.25
108N05201,5312015,12,462.6666667,452.25,490.0833333
108N05201,5312015,13,459.25,441.75,495.0833333
108N05201,5312015,14,456.5,439.0833333,497.5833333
108N05201,5312015,15,472.5,444.5833333,495.5
108N05201,5312015,16,487.1666667,465.3333333,492.3333333
108N05201,5312015,17,477.3333333,447.5,498.5833333
108N05201,5312015,18,458.8333333,431.3333333,496.1666667
108N05201,5312015,19,474.0833333,446,499.8333333
108N05201,5312015,20,461.9166667,434.6666667,490.9090909
108N05201,5312015,21,480.4166667,455.1818182,491.4166667
108N05201,5312015,22,474.6666667,450.1818182,486.75
108N05201,5312015,23,477.0833333,451.5833333,497.75
108N05202,5012015,0,258.5833333,248.125,277.6666667
108N05202,5012015,1,263,254.2,268.2727273
108N05202,5012015,2,271.9166667,259.5,272
108N05202,5012015,3,268.3333333,251.6666667,274.2727273
108N05202,5012015,4,268.9166667,249.8333333,271.6666667
108N05202,5012015,5,269.9166667,261.2222222,275.5833333
108N05202,5012015,6,263.8333333,250.6363636,271.2727273
108N05202,5012015,7,266.4166667,252.375,274.2727273
108N05202,5012015,8,264.9166667,251.8181818,275.25
108N05202,5012015,9,270.0833333,257.5,275.8333333
108N05202,5012015,10,270.6666667,255.4,275
108N05202,5012015,11,269.25,249.1111111,274.25
108N05202,5012015,12,266.75,248.3636364,279.0833333
108N05202,5012015,13,275.75,247.8,278.25
108N05202,5012015,14,264.9166667,253.7,275.6363636
108N05202,5012015,15,273.9166667,251.2857143,277.9166667
108N05202,5012015,16,269.5833333,252.4444444,275.3333333
108N05202,5012015,17,260.5833333,246,277.0833333
108N05202,5012015,18,260.3333333,250.9166667,275.6666667
108N05202,5012015,19,255.5833333,248.3,274
108N05202,5012015,20,261.4166667,248.5714286,268.4166667
108N05202,5012015,21,265.3333333,250.8888889,276.2727273
108N05202,5012015,22,268.0909091,253.6,276.6363636
108N05202,5012015,23,264.8333333,252.5,274
108N05202,5022015,0,270.3,260.4285714,274.9
108N05202,5022015,1,262.8333333,245.1428571,272.2
108N05202,5022015,2,268,250,276.1
108N05202,5022015,3,267.25,246.6666667,284.9166667
108N05202,5022015,4,271.8181818,266.6666667,272
108N05202,5022015,5,267.75,246.8333333,279.3333333
108N05202,5022015,6,275.3333333,264.5,276.75
108N05202,5022015,7,275.0833333,254.5714286,277.5
108N05202,5022015,8,273.1818182,260.5555556,278
108N05202,5022015,9,269.4166667,250.4444444,280.75
108N05202,5022015,10,273.3333333,250.75,280.5833333
108N05202,5022015,11,272.75,256.2727273,278.4166667
108N05202,5022015,12,269.3333333,253.8888889,275.75
108N05202,5022015,13,260,242.6,283.0833333
108N05202,5022015,14,272.75,258.0833333,277.5
108N05202,5022015,15,267,248.7142857,278.9166667
108N05202,5022015,16,268.3333333,247.3333333,281.1666667
108N05202,5022015,17,279.1666667,258.1,280.8333333
108N05202,5022015,18,273.5833333,257.125,282.75
108N05202,5022015,19,271.5,256.4545455,274.8333333
108N05202,5022015,20,267.75,254.4285714,272.8333333
108N05202,5022015,21,268.5,257.2,275.8333333
108N05202,5022015,22,262.5833333,245.2222222,281.1666667
108N05202,5022015,23,271.9090909,257.25,273.5454545
108N05202,5032015,0,269.4,260.8,271.3333333
108N05202,5032015,1,273.6666667,260.5,278.0909091
108N05202,5032015,2,281.8181818,252,283.0909091
108N05202,5032015,3,274.5555556,259.8,278.1111111
108N05202,5032015,4,278.75,258.25,287.125
108N05202,5032015,5,273.7777778,274,273.75
108N05202,5032015,6,276.4166667,254.25,281.0833333
108N05202,5032015,7,278.4166667,261.6,278.75
108N05202,5032015,8,276.3333333,263.8571429,277.6666667
108N05202,5032015,9,274.75,259.25,277.0833333
108N05202,5032015,10,273.9166667,252.3,280.25
108N05202,5032015,11,261.6666667,246.5454545,274.9166667
108N05202,5032015,12,274.25,262.9090909,279.4166667
108N05202,5032015,13,268.4166667,250.5,276.75
108N05202,5032015,14,267.4166667,249.5454545,275.6666667
108N05202,5032015,15,259.0833333,244.3636364,276.8333333
108N05202,5032015,16,266.1666667,250.5,275
108N05202,5032015,17,262.75,255.7272727,274
108N05202,5032015,18,262.0833333,247.0833333,277.4166667
108N05202,5032015,19,266.5,256.6,272.8333333
108N05202,5032015,20,264,254.2,274.1818182
108N05202,5032015,21,265.1666667,248.5454545,280
108N05202,5032015,22,265.0833333,251,278.9166667
108N05202,5032015,23,267.4166667,252.9166667,282.8
108N05202,5042015,0,271.6666667,264.1666667,275.3
108N05202,5042015,1,275.9166667,252.4,278.25
108N05202,5042015,2,272.2727273,275.5,273.4545455
108N05202,5042015,3,281.7,285.6666667,281
108N05202,5042015,4,269.6666667,251.5,273.5833333
108N05202,5042015,5,271.5,245.4,279.3333333
108N05202,5042015,6,268.0833333,254.3333333,278.9166667
108N05202,5042015,7,268.25,248.4444444,285.5454545
108N05202,5042015,8,268.1666667,251.7777778,280.25
108N05202,5042015,9,277.0833333,259.3,280.8333333
108N05202,5042015,10,272.5833333,260.4,276.3333333
108N05202,5042015,11,269.8333333,261.5454545,276.4166667
108N05202,5042015,12,272.0833333,257.2727273,278.75
108N05202,5042015,13,262.8333333,241.25,281.6666667
108N05202,5042015,14,266.9166667,251.6666667,276.4166667
108N05202,5042015,15,263.3333333,250.8181818,274.25
108N05202,5042015,16,269.6666667,257.8181818,275.25
108N05202,5042015,17,272.0833333,254.2727273,278.4166667
108N05202,5042015,18,265,250.2727273,275.5
108N05202,5042015,19,268,253.0833333,275.25
108N05202,5042015,20,263.75,251.0833333,278.25
108N05202,5042015,21,273.1666667,262.8,278.9166667
108N05202,5042015,22,268.1666667,252.875,273.3636364
108N05202,5042015,23,270.1818182,262.6,274.6
108N05202,5052015,0,272.9166667,254.5,277.1818182
108N05202,5052015,1,268.5,268,269.5833333
108N05202,5052015,2,270.3333333,252,273.0909091
108N05202,5052015,3,270.0833333,251.8333333,273.3636364
108N05202,5052015,4,272.1666667,262.75,273.6666667
108N05202,5052015,5,269,252.2,273.75
108N05202,5052015,6,271.4545455,257.8,276.7272727
108N05202,5052015,7,272.6666667,255.5,279.3333333
108N05202,5052015,8,272.1666667,252.8,278.5
108N05202,5052015,9,267,254.4166667,278.0833333
108N05202,5052015,10,271,262.0909091,274
108N05202,5052015,11,270.6666667,259,274.5
108N05202,5052015,12,273.1666667,263.5,276.6666667
108N05202,5052015,13,272.75,256,280.1666667
108N05202,5052015,14,268.3333333,252,278.5
108N05202,5052015,15,261.75,251.75,274.9166667
108N05202,5052015,16,263.6666667,249.0833333,277.5
108N05202,5052015,17,271.0833333,253.6666667,276.5833333
108N05202,5052015,18,267.5833333,255.1666667,274.25
108N05202,5052015,19,259,251.8888889,271
108N05202,5052015,20,267.8,265.9,268.8571429
108N05202,5052015,21,261.6666667,259.5454545,270.6
108N05202,5052015,22,269.4166667,257.1818182,277.25
108N05202,5052015,23,275.4545455,257.7142857,278.7272727
108N05202,5062015,0,268,257.1,272.0909091
108N05202,5062015,1,269.9166667,246.7,275
108N05202,5062015,2,267.5833333,260.8888889,271.9166667
108N05202,5062015,3,267.5833333,263.6666667,268.3333333
108N05202,5062015,4,273.5833333,247.75,274.4166667
108N05202,5062015,5,278.75,273.4285714,281.5
108N05202,5062015,6,268.8333333,249.4,275.1666667
108N05202,5062015,7,271.5,262.6666667,275
108N05202,5062015,8,277.1666667,261.0833333,278.25
108N05202,5062015,9,267.9166667,252.75,272.9166667
108N05202,5062015,10,270.1666667,254.6666667,275.0833333
108N05202,5062015,11,270.6666667,258.4,276.6666667
108N05202,5062015,12,267.25,251.6666667,277.25
108N05202,5062015,13,272.75,251.5,275.1666667
108N05202,5062015,14,272,259,276.5
108N05202,5062015,15,261.5,249.8181818,275.5833333
108N05202,5062015,16,266.9166667,249.2727273,275
108N05202,5062015,17,271.0833333,256.4,278.25
108N05202,5062015,18,271.9166667,255.1666667,275.6666667
108N05202,5062015,19,263.3333333,244.5,279.0833333
108N05202,5062015,20,270,255.8181818,279.5
108N05202,5062015,21,266.4166667,253.0833333,277.5
108N05202,5062015,22,273,256.8888889,279.3
108N05202,5062015,23,274,259.8181818,278.3333333
108N05202,5072015,0,260.3333333,243,278
108N05202,5072015,1,262.4166667,254,267.6363636
108N05202,5072015,2,265.1666667,253.5714286,267.8333333
108N05202,5072015,3,265.7272727,248.4285714,275
108N05202,5072015,4,270.5,258.75,273.75
108N05202,5072015,5,268.9166667,262.5,270.6363636
108N05202,5072015,6,276.5,263.2857143,277.75
108N05202,5072015,7,273,257.6,277.9166667
108N05202,5072015,8,274.9166667,257.6363636,279.8333333
108N05202,5072015,9,266.3333333,252.6363636,279.0833333
108N05202,5072015,10,273.9166667,263.0909091,277.5833333
108N05202,5072015,11,262.3333333,245.8,273.25
108N05202,5072015,12,269.4166667,249.75,277
108N05202,5072015,13,265.25,250.5,275.25
108N05202,5072015,14,268.3333333,252,277.3333333
108N05202,5072015,15,265.9166667,248.9090909,275.75
108N05202,5072015,16,263,250.5833333,273.6666667
108N05202,5072015,17,278.25,260.3636364,281.1666667
108N05202,5072015,18,268.25,255.1666667,276.8181818
108N05202,5072015,19,263,251.9090909,275
108N05202,5072015,20,272.7272727,259.6666667,274.3636364
108N05202,5072015,21,268.1666667,254.8888889,275.4545455
108N05202,5072015,22,259.4166667,247.1818182,280.2727273
108N05202,5072015,23,263.5,255.1818182,270.1666667
108N05202,5082015,0,268.5454545,251,272.4
108N05202,5082015,1,265.4166667,248.5,269.3333333
108N05202,5082015,2,273.75,242,274
108N05202,5082015,3,267.75,NA,267.75
108N05202,5082015,4,273.8333333,259.5,274.75
108N05202,5082015,5,267.5833333,264.4,268.3333333
108N05202,5082015,6,275.9090909,NA,275.9090909
108N05202,5082015,7,267.4166667,244.1666667,274.25
108N05202,5082015,8,272.4166667,254.8333333,277.9166667
108N05202,5082015,9,271,261.1428571,272.25
108N05202,5082015,10,273.3333333,251.7142857,275.1666667
108N05202,5082015,11,267,250.1,280
108N05202,5082015,12,262.0833333,244,271.1666667
108N05202,5082015,13,268.8333333,248.2,280.9166667
108N05202,5082015,14,272.3333333,249,281.5833333
108N05202,5082015,15,262.0833333,248.25,296.75
108N05202,5082015,16,265.5833333,241.1818182,276.8333333
108N05202,5082015,17,259.75,241.1818182,275.9166667
108N05202,5082015,18,272.4166667,260.9166667,279.9166667
108N05202,5082015,19,263.25,247.1,274.5
108N05202,5082015,20,254.75,238.4,272.75
108N05202,5082015,21,266.75,258.6666667,273
108N05202,5082015,22,267.3333333,242.1111111,282.4166667
108N05202,5082015,23,273.5833333,253.5,277
108N05202,5092015,0,269,253.6666667,273.0909091
108N05202,5092015,1,269.25,249.1666667,278
108N05202,5092015,2,277.6666667,305.25,272.5833333
108N05202,5092015,3,266.6666667,250.4,274.5
108N05202,5092015,4,269.3333333,256.2,272.75
108N05202,5092015,5,269.0833333,267.1666667,273.75
108N05202,5092015,6,269.1666667,251.375,280.1
108N05202,5092015,7,264.5833333,239,277
108N05202,5092015,8,270.3333333,258.5555556,273.4166667
108N05202,5092015,9,273.4166667,249.375,278.8333333
108N05202,5092015,10,275.5833333,260.1666667,277.1666667
108N05202,5092015,11,255.4166667,240.6363636,274.3333333
108N05202,5092015,12,266.25,247.8571429,277.6666667
108N05202,5092015,13,266,242.8,280.0833333
108N05202,5092015,14,273.3333333,255.25,275.75
108N05202,5092015,15,267.9166667,246.4444444,277
108N05202,5092015,16,277.6666667,253.3333333,281.0833333
108N05202,5092015,17,272.75,254.5,277.1666667
108N05202,5092015,18,273.25,260,279.5833333
108N05202,5092015,19,274.0833333,255.8571429,280.3333333
108N05202,5092015,20,269.9166667,251.125,279.1666667
108N05202,5092015,21,270.3636364,257.6,280.2727273
108N05202,5092015,22,269.4545455,248.8333333,278.4545455
108N05202,5092015,23,289.6666667,241,297
108N05202,5102015,0,270.2,264.8333333,275.4444444
108N05202,5102015,1,271.8333333,248.75,282.8181818
108N05202,5102015,2,274.875,263.6666667,276.5
108N05202,5102015,3,269.4,260.5,278.5714286
108N05202,5102015,4,270.5454545,244.75,277.1818182
108N05202,5102015,5,279.0833333,247.6666667,284.8181818
108N05202,5102015,6,280.25,255,284.5454545
108N05202,5102015,7,276.1818182,254.6666667,279.7272727
108N05202,5102015,8,276.1666667,252.8,280.8333333
108N05202,5102015,9,275.1666667,270,276.0833333
108N05202,5102015,10,272.8333333,255.7142857,275.5833333
108N05202,5102015,11,272.9166667,265.1111111,278.0833333
108N05202,5102015,12,268.8333333,260,272.8333333
108N05202,5102015,13,271.5833333,259.3636364,274.1666667
108N05202,5102015,14,266.5,235.5,276.1666667
108N05202,5102015,15,271.4166667,252.6363636,278.4166667
108N05202,5102015,16,271.8333333,259.5,275.5833333
108N05202,5102015,17,269.3333333,251.8181818,283.25
108N05202,5102015,18,264.3333333,253.5,279.6666667
108N05202,5102015,19,269,256.4444444,277.5833333
108N05202,5102015,20,264.8333333,249.4545455,277.8333333
108N05202,5102015,21,270.9166667,263.3333333,273.75
108N05202,5102015,22,273.5833333,253.25,278.0909091
108N05202,5102015,23,268.3636364,250.5714286,283.5
108N05202,5112015,0,277.4166667,253.3333333,281.4166667
108N05202,5112015,1,265.8181818,257.7777778,272.4
108N05202,5112015,2,269,265.5,270.4
108N05202,5112015,3,278,268.5714286,282.5555556
108N05202,5112015,4,271.1818182,249,277.3636364
108N05202,5112015,5,276.1818182,255.5,282
108N05202,5112015,6,269.9090909,254.1428571,277.1
108N05202,5112015,7,270.0833333,248.3333333,282.9166667
108N05202,5112015,8,262.1666667,245.2,273.9166667
108N05202,5112015,9,270.75,252.2222222,275.5
108N05202,5112015,10,272.1666667,257.3,277.8333333
108N05202,5112015,11,277.8333333,264.25,280.1666667
108N05202,5112015,12,271,251,276.25
108N05202,5112015,13,257.1818182,248,278.0909091
108N05202,5112015,14,264.75,260.8181818,272.5833333
108N05202,5112015,15,265.5833333,256.0909091,276.1666667
108N05202,5112015,16,269.1666667,255.4545455,279.4166667
108N05202,5112015,17,266.75,248,277
108N05202,5112015,18,274.75,267.9166667,276.1666667
108N05202,5112015,19,267.8333333,260.4545455,272.5833333
108N05202,5112015,20,262.5,251.6363636,266.1666667
108N05202,5112015,21,259.9166667,252.9166667,271.75
108N05202,5112015,22,265.4166667,252.3333333,273.3333333
108N05202,5112015,23,268.5,258.8,273.4166667
108N05202,5122015,0,269.5,250.125,276.3636364
108N05202,5122015,1,263.8333333,256.75,268
108N05202,5122015,2,264.3636364,255.8888889,268.3636364
108N05202,5122015,3,271.25,270.6,271.6666667
108N05202,5122015,4,267.2727273,255.5714286,269.6363636
108N05202,5122015,5,275.75,249.3333333,278.6666667
108N05202,5122015,6,270.5,253.1111111,275.5
108N05202,5122015,7,271,255,279.0833333
108N05202,5122015,8,268.3333333,252.8333333,273.5
108N05202,5122015,9,274.3333333,263.7,275.75
108N05202,5122015,10,270.5833333,253.75,277
108N05202,5122015,11,275.4166667,261,275.5833333
108N05202,5122015,12,272.5,258.1818182,275.0833333
108N05202,5122015,13,264.4166667,251.4166667,277.3333333
108N05202,5122015,14,260.25,246.2727273,277.0833333
108N05202,5122015,15,272.4166667,259,275.5833333
108N05202,5122015,16,261.25,247.9166667,273.5
108N05202,5122015,17,271,253.75,276.0833333
108N05202,5122015,18,269,259.3333333,273.4166667
108N05202,5122015,19,272.1666667,262.7272727,275.9166667
108N05202,5122015,20,269,258.4545455,275.5833333
108N05202,5122015,21,270.25,255.6363636,274.6666667
108N05202,5122015,22,266.9166667,263.1111111,270.1666667
108N05202,5122015,23,266.75,259.8333333,274.25
108N05202,5132015,0,271.5833333,258.1111111,273.9166667
108N05202,5132015,1,269,254,271.25
108N05202,5132015,2,267.5833333,262.6666667,268.3333333
108N05202,5132015,3,273.0833333,268.3333333,274.3333333
108N05202,5132015,4,279.3333333,268.8,280.8333333
108N05202,5132015,5,271.3333333,259.25,273.4166667
108N05202,5132015,6,276.3333333,252,279.3333333
108N05202,5132015,7,266.5833333,251.2,278.6666667
108N05202,5132015,8,282.25,277.3636364,287.0833333
108N05202,5132015,9,270.3333333,249.75,280.3333333
108N05202,5132015,10,268.5833333,262.3,274.6666667
108N05202,5132015,11,265.0833333,254.2727273,274.5833333
108N05202,5132015,12,274.25,257.5454545,279.6666667
108N05202,5132015,13,270.6666667,254.1666667,276.8333333
108N05202,5132015,14,273.1666667,257,277.8333333
108N05202,5132015,15,272,255.8181818,277.75
