TMC,DATE,EPOCH1h,Travel_TIME_ALL_VEHICLES,Travel_TIME_PASSENGER_VEHICLES,Travel_TIME_FREIGHT_TRUCKS
108N05179,5282015,8,5.6,5.333333333,6
108N05179,5282015,9,5.166666667,5,5.5
108N05179,5282015,10,5,4.666666667,5.333333333
108N05179,5282015,11,5.666666667,5,6
108N05179,5282015,12,5.5,5,6
108N05179,5282015,13,16.36363636,25.5,5.666666667
108N05179,5282015,14,5.4,5.5,5.25
108N05179,5282015,15,5.555555556,5,6.8
108N05179,5282015,16,5.25,5.333333333,5.5
108N05179,5282015,17,6.285714286,5.5,6.6
108N05179,5282015,18,6,5,6.25
108N05179,5282015,19,5.333333333,5,6
108N05179,5282015,20,5,5,NA
108N05179,5282015,21,5.25,5,5.5
108N05179,5282015,22,5.428571429,5,5.75
108N05179,5282015,23,6,NA,6
108N05179,5292015,0,5,5,5
108N05179,5292015,1,5.333333333,NA,5.333333333
108N05179,5292015,2,5.333333333,5,5.5
108N05179,5292015,3,8.333333333,7,11
108N05179,5292015,4,6,NA,6
108N05179,5292015,5,5.333333333,4,6
108N05179,5292015,6,6.666666667,NA,6.666666667
108N05179,5292015,7,8,8.5,6
108N05179,5292015,8,5.75,5,6
108N05179,5292015,9,5.6,5,6.25
108N05179,5292015,10,6,6,6.6
108N05179,5292015,11,16,21.6,6.25
108N05179,5292015,12,5.625,5.5,6.666666667
108N05179,5292015,13,20.83333333,34,7
108N05179,5292015,14,5.333333333,5.5,5.333333333
108N05179,5292015,15,5,5,5.333333333
108N05179,5292015,16,5.5,5.25,6.5
108N05179,5292015,17,5.5,5,6
108N05179,5292015,18,5.166666667,5.166666667,5
108N05179,5292015,19,43.09090909,37.125,52.57142857
108N05179,5292015,20,32.71428571,30.5,38.14285714
108N05179,5292015,21,12.5,13.66666667,7.5
108N05179,5292015,22,5,5,NA
108N05179,5292015,23,6,6,6
108N05179,5302015,0,NA,NA,NA
108N05179,5302015,1,5,5,5
108N05179,5302015,2,5.5,5.5,NA
108N05179,5302015,3,NA,NA,NA
108N05179,5302015,4,6,6,NA
108N05179,5302015,5,5,4,6
108N05179,5302015,6,5,4.5,5.666666667
108N05179,5302015,7,5.6,4.5,6.333333333
108N05179,5302015,8,5,4.75,6
108N05179,5302015,9,5.4,4.666666667,6.333333333
108N05179,5302015,10,5,5,5
108N05179,5302015,11,5.428571429,5,7.5
108N05179,5302015,12,5.5,5.166666667,6.333333333
108N05179,5302015,13,5.833333333,5.25,7
108N05179,5302015,14,5.833333333,5.5,6.666666667
108N05179,5302015,15,5.142857143,5.142857143,6
108N05179,5302015,16,6,4.5,9
108N05179,5302015,17,5,5,5
108N05179,5302015,18,5.75,5,6.5
108N05179,5302015,19,5,5,NA
108N05179,5302015,20,5,5,NA
108N05179,5302015,21,5.5,5.5,NA
108N05179,5302015,22,NA,NA,NA
108N05179,5302015,23,5,5,5
108N05179,5312015,0,NA,NA,NA
108N05179,5312015,1,5,5,NA
108N05179,5312015,2,NA,NA,NA
108N05179,5312015,3,NA,NA,NA
108N05179,5312015,4,NA,NA,NA
108N05179,5312015,5,6,5,7
108N05179,5312015,6,5.5,4,7
108N05179,5312015,7,5,5,NA
108N05179,5312015,8,5.25,5,6
108N05179,5312015,9,6.5,5.5,7.5
108N05179,5312015,10,5.833333333,5.5,5.75
108N05179,5312015,11,5.666666667,5.666666667,5.5
108N05179,5312015,12,6.2,6,7
108N05179,5312015,13,5.166666667,5.166666667,7
108N05179,5312015,14,5.285714286,5.333333333,5
108N05179,5312015,15,5.333333333,5.2,6
108N05179,5312015,16,5.6,5,6
108N05179,5312015,17,5,4.8,6
108N05179,5312015,18,6,6.333333333,5.5
108N05179,5312015,19,44.25,25,102
108N05179,5312015,20,39.16666667,38,39
108N05179,5312015,21,7,NA,7
108N05179,5312015,22,5,5,5
108N05179,5312015,23,5.333333333,5,5.5
108N05180,5012015,0,66.8,65.66666667,68.85714286
108N05180,5012015,1,75,71.5,75.57142857
108N05180,5012015,2,68.4,69,67.75
108N05180,5012015,3,66.83333333,70,65.2
108N05180,5012015,4,66.77777778,65.42857143,67.875
108N05180,5012015,5,68.25,65.33333333,69.85714286
108N05180,5012015,6,70.09090909,71.875,68.88888889
108N05180,5012015,7,67.33333333,67.09090909,68.5
108N05180,5012015,8,75.5,93.2,69.875
108N05180,5012015,9,113.3333333,154.0833333,70
108N05180,5012015,10,79.5,83,73.25
108N05180,5012015,11,83,95.81818182,70.22222222
108N05180,5012015,12,93.25,111.5,70
108N05180,5012015,13,72.83333333,74,71.1
108N05180,5012015,14,83.25,116.8333333,70.72727273
108N05180,5012015,15,128.0833333,129,98.44444444
108N05180,5012015,16,100.4166667,115.0833333,100.6363636
108N05180,5012015,17,71.08333333,72.27272727,70
108N05180,5012015,18,67.54545455,62.14285714,73.11111111
108N05180,5012015,19,299.1666667,314.2,318.5833333
108N05180,5012015,20,207.1818182,219.6363636,413.3333333
108N05180,5012015,21,75.22222222,79.25,73.57142857
108N05180,5012015,22,70.2,71.33333333,68.83333333
108N05180,5012015,23,68.44444444,65.25,70.33333333
108N05180,5022015,0,67.33333333,65.33333333,70.14285714
108N05180,5022015,1,68.11111111,64.5,70.33333333
108N05180,5022015,2,69,70,68
108N05180,5022015,3,67,68,66
108N05180,5022015,4,65.28571429,63.5,67.66666667
108N05180,5022015,5,68.11111111,65.5,68.875
108N05180,5022015,6,67,64.25,69.75
108N05180,5022015,7,65.72727273,62.57142857,68.55555556
108N05180,5022015,8,192.5833333,264.8,70.3
108N05180,5022015,9,85.11111111,120.8571429,68.42857143
108N05180,5022015,10,114.6666667,122.375,70.375
108N05180,5022015,11,68.83333333,67.6,69.85714286
108N05180,5022015,12,133.3333333,180.8571429,72.77777778
108N05180,5022015,13,70.18181818,69.77777778,70.3
108N05180,5022015,14,102.9,352.125,69.5
108N05180,5022015,15,74.91666667,86.5,69.55555556
108N05180,5022015,16,168.7142857,194.1666667,68.33333333
108N05180,5022015,17,229.7272727,531.2857143,70.7
108N05180,5022015,18,68.25,68.83333333,68.875
108N05180,5022015,19,67.7,65.14285714,73.2
108N05180,5022015,20,67,64.5,70.8
108N05180,5022015,21,67.3,66.66666667,68.14285714
108N05180,5022015,22,69.4,68,70.33333333
108N05180,5022015,23,77.66666667,76,78.5
108N05180,5032015,0,74.33333333,71,76
108N05180,5032015,1,70.33333333,71,70
108N05180,5032015,2,66.4,67,64
108N05180,5032015,3,NA,NA,NA
108N05180,5032015,4,86.33333333,85.6,80.5
108N05180,5032015,5,76,NA,76
108N05180,5032015,6,68.5,67,69
108N05180,5032015,7,65.28571429,62.5,69
108N05180,5032015,8,67,63.25,68.83333333
108N05180,5032015,9,68.22222222,66.2,69.85714286
108N05180,5032015,10,67.3,65.14285714,70.5
108N05180,5032015,11,67.83333333,68.5,69.25
108N05180,5032015,12,67.6,65.83333333,70.625
108N05180,5032015,13,68.66666667,68.25,70.5
108N05180,5032015,14,65.36363636,65.55555556,68.28571429
108N05180,5032015,15,69.6,70.16666667,70.25
108N05180,5032015,16,71,77.6,69.54545455
108N05180,5032015,17,71.75,67.5,75.85714286
108N05180,5032015,18,68.6,68.2,69.14285714
108N05180,5032015,19,65,64.77777778,70.75
108N05180,5032015,20,65.72727273,63.75,70.25
108N05180,5032015,21,67.2,66.33333333,68.33333333
108N05180,5032015,22,70,66.33333333,73.66666667
108N05180,5032015,23,65.25,64.66666667,67
108N05180,5042015,0,66.42857143,67.25,66
108N05180,5042015,1,68.66666667,68.5,69.75
108N05180,5042015,2,69.33333333,69,69.5
108N05180,5042015,3,67.875,67.33333333,68
108N05180,5042015,4,69.22222222,69,69.6
108N05180,5042015,5,68.8,66.16666667,70.375
108N05180,5042015,6,69,67,71.71428571
108N05180,5042015,7,69.81818182,67.5,71.33333333
108N05180,5042015,8,68.41666667,67.91666667,70.90909091
108N05180,5042015,9,70.5,67.36363636,73.08333333
108N05180,5042015,10,72.41666667,73.4,70.91666667
108N05180,5042015,11,69.66666667,69.16666667,71.58333333
108N05180,5042015,12,70.36363636,71.36363636,70.09090909
108N05180,5042015,13,71.58333333,70.1,73.08333333
108N05180,5042015,14,71.5,69.9,72.2
108N05180,5042015,15,71.08333333,70,71.63636364
108N05180,5042015,16,71.75,69.88888889,72.41666667
108N05180,5042015,17,69.83333333,68.91666667,72.08333333
108N05180,5042015,18,68,64.88888889,69.66666667
108N05180,5042015,19,68.91666667,67.16666667,70.54545455
108N05180,5042015,20,70.1,69.125,72.375
108N05180,5042015,21,68.33333333,67.9,69.44444444
108N05180,5042015,22,68.83333333,68,69
108N05180,5042015,23,67.8,66.16666667,68.66666667
108N05180,5052015,0,70.09090909,76.33333333,69.44444444
108N05180,5052015,1,67.72727273,69.5,68.1
108N05180,5052015,2,68.66666667,68,68.71428571
108N05180,5052015,3,68.09090909,67.9,69.25
108N05180,5052015,4,66.75,65.75,68
108N05180,5052015,5,67.3,65.4,68.125
108N05180,5052015,6,69.41666667,67.1,70.22222222
108N05180,5052015,7,69,68.09090909,70.5
108N05180,5052015,8,71.25,69.91666667,73.7
108N05180,5052015,9,69.83333333,68.91666667,70.5
108N05180,5052015,10,69.83333333,68.7,70.7
108N05180,5052015,11,71.16666667,70.4,73.33333333
108N05180,5052015,12,71.58333333,71.8,72.18181818
108N05180,5052015,13,69.27272727,67.44444444,70
108N05180,5052015,14,68.66666667,69.08333333,69.16666667
108N05180,5052015,15,67.72727273,67.6,69
108N05180,5052015,16,67.58333333,65.66666667,70.41666667
108N05180,5052015,17,68.75,68,69.16666667
108N05180,5052015,18,67.58333333,66.25,68.5
108N05180,5052015,19,69.25,68.88888889,68.14285714
108N05180,5052015,20,66.71428571,64,70
108N05180,5052015,21,66.5,66.28571429,68.5
108N05180,5052015,22,73,68.16666667,76.75
108N05180,5052015,23,71,69.2,72.16666667
108N05180,5062015,0,67.4,67,67.77777778
108N05180,5062015,1,67,65.75,69.66666667
108N05180,5062015,2,68.11111111,71.33333333,67.44444444
108N05180,5062015,3,66.8,68.5,66.375
108N05180,5062015,4,68.55555556,65,69.55555556
108N05180,5062015,5,66.91666667,66.75,69.42857143
108N05180,5062015,6,68.18181818,65.71428571,68.6
108N05180,5062015,7,66.75,64.2,70.72727273
108N05180,5062015,8,71.33333333,69.63636364,73.16666667
108N05180,5062015,9,87.41666667,131.5,73.90909091
108N05180,5062015,10,83.58333333,134.9166667,70.36363636
108N05180,5062015,11,83.75,92.83333333,70.7
108N05180,5062015,12,77.91666667,104.5833333,72.16666667
108N05180,5062015,13,79.66666667,108.75,71.08333333
108N05180,5062015,14,95.83333333,104.9166667,70.63636364
108N05180,5062015,15,80.33333333,155.1818182,70.41666667
108N05180,5062015,16,88.75,149,70.66666667
108N05180,5062015,17,80.5,90.08333333,71.16666667
108N05180,5062015,18,67.08333333,65.1,69.25
108N05180,5062015,19,67.75,67.11111111,69.09090909
108N05180,5062015,20,69,69.66666667,67.125
108N05180,5062015,21,69.81818182,68.85714286,70.2
108N05180,5062015,22,67.5,70.75,68.33333333
108N05180,5062015,23,67.375,68.2,67.4
108N05180,5072015,0,71.66666667,72,71.6
108N05180,5072015,1,66.77777778,67,66.625
108N05180,5072015,2,69.11111111,69.75,69.66666667
108N05180,5072015,3,72,74.33333333,68.5
108N05180,5072015,4,69.77777778,67.25,69.77777778
108N05180,5072015,5,69.66666667,72.4,67
108N05180,5072015,6,67.41666667,66.72727273,69.66666667
108N05180,5072015,7,79.54545455,82.88888889,70.81818182
108N05180,5072015,8,76,85.72727273,69.54545455
108N05180,5072015,9,95.33333333,185.9166667,71.8
108N05180,5072015,10,87.08333333,112.5454545,70.75
108N05180,5072015,11,72.33333333,74.5,73.33333333
108N05180,5072015,12,79.5,99,73.91666667
108N05180,5072015,13,74.83333333,82.08333333,71.41666667
108N05180,5072015,14,131.4166667,158.8333333,72.63636364
108N05180,5072015,15,75.75,124.1,70.81818182
108N05180,5072015,16,140.9090909,149.9090909,70.3
108N05180,5072015,17,70.25,69.2,70.81818182
108N05180,5072015,18,68.45454545,62.57142857,73.88888889
108N05180,5072015,19,67.58333333,66.33333333,68.72727273
108N05180,5072015,20,72.11111111,77,70.375
108N05180,5072015,21,75.2,78.33333333,74.375
108N05180,5072015,22,71.375,74.33333333,71.16666667
108N05180,5072015,23,83.125,76.71428571,96.57142857
108N05180,5082015,0,67.2,68,66.85714286
108N05180,5082015,1,68.77777778,63,69.22222222
108N05180,5082015,2,68,71.5,67.875
108N05180,5082015,3,69.75,69,70.125
108N05180,5082015,4,65.71428571,67,65.4
108N05180,5082015,5,69.875,67,70
108N05180,5082015,6,71,NA,71
108N05180,5082015,7,83.63636364,165.375,69.3
108N05180,5082015,8,71.4,68.5,71.33333333
108N05180,5082015,9,72.72727273,97,70.27272727
108N05180,5082015,10,72.58333333,76.25,70.90909091
108N05180,5082015,11,86,163.9166667,70.58333333
108N05180,5082015,12,102.75,115.1666667,70.90909091
108N05180,5082015,13,276.3,322.2222222,73
108N05180,5082015,14,142.75,189.25,73.9
108N05180,5082015,15,103.1818182,134.1818182,78.81818182
108N05180,5082015,16,69.25,69.41666667,70.81818182
108N05180,5082015,17,69.58333333,68.3,70.5
108N05180,5082015,18,67.63636364,66.44444444,71
108N05180,5082015,19,67.16666667,66,71.27272727
108N05180,5082015,20,75.83333333,83.14285714,76.1
108N05180,5082015,21,70.5,69.8,70.7
108N05180,5082015,22,73.54545455,72.44444444,72.125
108N05180,5082015,23,66.5,64.83333333,69.16666667
108N05180,5092015,0,67.6,69.2,67.25
108N05180,5092015,1,67.55555556,65,67.44444444
108N05180,5092015,2,68.125,70.5,67.83333333
108N05180,5092015,3,78.28571429,64,81.66666667
108N05180,5092015,4,67.625,66.8,68.75
108N05180,5092015,5,77.33333333,71.66666667,88.5
108N05180,5092015,6,73.6,70.33333333,75.42857143
108N05180,5092015,7,64.90909091,62.9,69
108N05180,5092015,8,67.7,68,68.33333333
108N05180,5092015,9,66.91666667,64.14285714,69.45454545
108N05180,5092015,10,67.16666667,66,71.55555556
108N05180,5092015,11,70.90909091,65.6,77.09090909
108N05180,5092015,12,67,66,70.22222222
108N05180,5092015,13,67.66666667,65.57142857,70.27272727
108N05180,5092015,14,69.44444444,67,71.625
108N05180,5092015,15,64.27272727,64,67.125
108N05180,5092015,16,69.09090909,67,77.83333333
108N05180,5092015,17,69.25,66.4,71
108N05180,5092015,18,67.3,63.6,68.33333333
108N05180,5092015,19,64.875,62.83333333,67.4
108N05180,5092015,20,67.71428571,67.66666667,68
108N05180,5092015,21,67.8,65.875,72.25
108N05180,5092015,22,71,66,71.33333333
108N05180,5092015,23,69.5,68,71
108N05180,5102015,0,67.83333333,66.5,76.75
108N05180,5102015,1,64.5,61,68
108N05180,5102015,2,68.33333333,NA,68.33333333
108N05180,5102015,3,71,68.5,73.5
108N05180,5102015,4,67,NA,67
108N05180,5102015,5,64.5,66,63
108N05180,5102015,6,69.88888889,69.4,69.2
108N05180,5102015,7,58.83333333,56.8,67
108N05180,5102015,8,65.28571429,63.8,68.4
108N05180,5102015,9,67.7,67.33333333,68.14285714
108N05180,5102015,10,68.7,66,70.14285714
108N05180,5102015,11,68.54545455,68.625,68.77777778
108N05180,5102015,12,68.36363636,67.5,70.33333333
108N05180,5102015,13,67,66.57142857,68.75
108N05180,5102015,14,66.63636364,65.75,69.1
108N05180,5102015,15,68.22222222,68.375,68.66666667
108N05180,5102015,16,70.11111111,70.875,70.33333333
108N05180,5102015,17,68.5,69.4,67.8
108N05180,5102015,18,67.28571429,67.5,68
108N05180,5102015,19,73.45454545,71.57142857,128.5
108N05180,5102015,20,72.8,73,150.6
108N05180,5102015,21,72,73,71.71428571
108N05180,5102015,22,72.09090909,67,76.14285714
108N05180,5102015,23,68.28571429,69,68
108N05180,5112015,0,66.25,64.66666667,69.66666667
108N05180,5112015,1,70.57142857,71.33333333,70.4
108N05180,5112015,2,70.83333333,77,69.6
108N05180,5112015,3,81.875,76,83
108N05180,5112015,4,87.66666667,87.2,82.5
108N05180,5112015,5,153.9,210.5,67.57142857
108N05180,5112015,6,174.1666667,213.7777778,73.33333333
108N05180,5112015,7,67.63636364,67.6,69.27272727
108N05180,5112015,8,91,105.5454545,72.45454545
108N05180,5112015,9,88.08333333,112.5,72.18181818
108N05180,5112015,10,91.75,129.2727273,72.18181818
108N05180,5112015,11,80.66666667,149.1818182,71.5
108N05180,5112015,12,82.83333333,96.08333333,72.41666667
108N05180,5112015,13,73.75,84.45454545,72.2
108N05180,5112015,14,79.83333333,110.8333333,72.33333333
108N05180,5112015,15,78.33333333,79.41666667,76.5
108N05180,5112015,16,74.08333333,74.66666667,74.83333333
108N05180,5112015,17,69.91666667,69.25,70.58333333
108N05180,5112015,18,70.33333333,70.54545455,69.72727273
108N05180,5112015,19,67.75,67.18181818,68.8
108N05180,5112015,20,70.5,68.28571429,71.66666667
108N05180,5112015,21,72.5,72.8,72.9
108N05180,5112015,22,70.58333333,70.85714286,70.54545455
108N05180,5112015,23,87.27272727,76.42857143,89.22222222
108N05180,5122015,0,77.81818182,83.25,84.90909091
108N05180,5122015,1,68.9,67.75,68.875
108N05180,5122015,2,70,71.2,69.33333333
108N05180,5122015,3,69.11111111,69,69.14285714
108N05180,5122015,4,69.1,NA,69.1
108N05180,5122015,5,70.18181818,75.8,68.55555556
108N05180,5122015,6,70.08333333,72,67.22222222
108N05180,5122015,7,71.41666667,72.33333333,70.55555556
108N05180,5122015,8,74.33333333,78.3,73.8
108N05180,5122015,9,75.58333333,145.5,71.27272727
108N05180,5122015,10,79.83333333,95,73.83333333
108N05180,5122015,11,77.25,332.25,74.08333333
108N05180,5122015,12,82.91666667,199.0909091,72.91666667
108N05180,5122015,13,79.91666667,101.25,73.75
108N05180,5122015,14,74.58333333,74.6,74.4
108N05180,5122015,15,73.91666667,77.75,72.08333333
108N05180,5122015,16,71.08333333,69.6,72.54545455
108N05180,5122015,17,71,69.45454545,72.54545455
108N05180,5122015,18,71.5,71.7,70.1
108N05180,5122015,19,68.18181818,67.55555556,70.66666667
108N05180,5122015,20,70.25,71.33333333,69.41666667
108N05180,5122015,21,72.2,70.16666667,73.57142857
108N05180,5122015,22,67,64.85714286,72.25
108N05180,5122015,23,66.4,63.33333333,71
108N05180,5132015,0,81.875,66.6,84.71428571
108N05180,5132015,1,73,82.5,70.42857143
108N05180,5132015,2,67.9,70,67.55555556
108N05180,5132015,3,68.8,68.33333333,69
108N05180,5132015,4,72,83.5,71.4
108N05180,5132015,5,77.63636364,153.1111111,70.4
108N05180,5132015,6,162.2727273,195.5555556,69.11111111
108N05180,5132015,7,177,196.9,68.6
108N05180,5132015,8,86.25,108.1666667,69.63636364
108N05180,5132015,9,76.75,89.72727273,69.5
108N05180,5132015,10,95.91666667,264,69.41666667
108N05180,5132015,11,89.08333333,111.0909091,69.5
108N05180,5132015,12,76.5,86.25,70.5
108N05180,5132015,13,76.91666667,131.25,68.45454545
108N05180,5132015,14,80.75,99.66666667,69.81818182
108N05180,5132015,15,74.83333333,86.91666667,72.16666667
108N05180,5132015,16,77.33333333,432.5833333,72.18181818
108N05180,5132015,17,66.41666667,66.41666667,70
108N05180,5132015,18,67.5,65.3,69.5
108N05180,5132015,19,68.16666667,68.5,68.81818182
108N05180,5132015,20,69.625,66.4,71.14285714
108N05180,5132015,21,77.33333333,66.16666667,86.09090909
108N05180,5132015,22,68.25,70.5,67.9
108N05180,5132015,23,69,69.375,69
108N05180,5142015,0,68.9,67,70.28571429
108N05180,5142015,1,70.11111111,73.66666667,68.14285714
108N05180,5142015,2,69.125,70.66666667,68.75
108N05180,5142015,3,68.66666667,68.75,68
108N05180,5142015,4,67.88888889,68.4,68.2
108N05180,5142015,5,69.7,69.5,70
108N05180,5142015,6,70.7,76.88888889,67.66666667
108N05180,5142015,7,68.91666667,68.125,70.88888889
108N05180,5142015,8,70.5,70.5,71.33333333
108N05180,5142015,9,68.5,67.72727273,70.33333333
108N05180,5142015,10,70.58333333,68.44444444,71.75
108N05180,5142015,11,70.58333333,70,70.81818182
108N05180,5142015,12,67.25,66.6,69.81818182
108N05180,5142015,13,69.5,69.91666667,69.83333333
108N05180,5142015,14,69.25,68.54545455,70.16666667
108N05180,5142015,15,70.41666667,71,71.75
108N05180,5142015,16,71.5,73.54545455,69.63636364
108N05180,5142015,17,67.66666667,67.5,69.81818182
108N05180,5142015,18,72.33333333,73.54545455,70.5
108N05180,5142015,19,74,76,70.72727273
108N05180,5142015,20,71.54545455,72.375,69.66666667
108N05180,5142015,21,77.75,76.33333333,74.90909091
108N05180,5142015,22,69.90909091,64.8,70.8
108N05180,5142015,23,69.88888889,70,70.625
108N05180,5152015,0,68.09090909,70.25,67.6
108N05180,5152015,1,67,66.85714286,68
108N05180,5152015,2,68.5,69.66666667,67.66666667
108N05180,5152015,3,68,68.75,67.28571429
108N05180,5152015,4,68,69,67.66666667
108N05180,5152015,5,194.1,247.1428571,71
108N05180,5152015,6,279,403.2,69.85714286
108N05180,5152015,7,176.25,211.7777778,73.63636364
108N05180,5152015,8,71.33333333,69.18181818,73.58333333
108N05180,5152015,9,69.75,69.58333333,73.54545455
108N05180,5152015,10,70.33333333,73.27272727,70.4
108N05180,5152015,11,73.16666667,81.54545455,72.91666667
108N05180,5152015,12,69.91666667,69,71
108N05180,5152015,13,75.91666667,74.6,76.90909091
108N05180,5152015,14,68.75,68.83333333,71.25
108N05180,5152015,15,67.91666667,67,70.7
108N05180,5152015,16,70.16666667,68.2,72.66666667
108N05180,5152015,17,69,68.72727273,71.36363636
108N05180,5152015,18,68.25,66.36363636,70.6
108N05180,5152015,19,68.81818182,67.57142857,69.88888889
108N05180,5152015,20,67.3,65.625,69.83333333
108N05180,5152015,21,71.9,75.6,75.77777778
108N05180,5152015,22,69.625,69.6,70.16666667
108N05180,5152015,23,66.2,65.28571429,68.33333333
108N05180,5162015,0,68.4,67.5,68.5
108N05180,5162015,1,65.85714286,64.8,67.6
108N05180,5162015,2,72.1,69,72.625
108N05180,5162015,3,71.14285714,78.5,67.4
108N05180,5162015,4,67.71428571,62,68.66666667
108N05180,5162015,5,68,NA,68
108N05180,5162015,6,68.54545455,63,68.72727273
108N05180,5162015,7,67.45454545,65.14285714,70.11111111
108N05180,5162015,8,67.2,65.375,69.75
108N05180,5162015,9,67.27272727,68.125,67
108N05180,5162015,10,67.45454545,64.5,70.2
108N05180,5162015,11,68.33333333,68.16666667,68.42857143
108N05180,5162015,12,66.81818182,67.55555556,68
108N05180,5162015,13,67.16666667,66.58333333,69.54545455
108N05180,5162015,14,65.8,66.28571429,71.375
108N05180,5162015,15,68.5,65.83333333,69.42857143
108N05180,5162015,16,66,65.44444444,67.27272727
108N05180,5162015,17,65.6,63,67.33333333
108N05180,5162015,18,66.44444444,65,68.375
108N05180,5162015,19,70.11111111,64.5,72.5
108N05180,5162015,20,67.125,71,64.8
108N05180,5162015,21,69,75,68.5
108N05180,5162015,22,71.71428571,71.6,72
108N05180,5162015,23,67.5,NA,67.5
108N05180,5172015,0,66,63,67.5
108N05180,5172015,1,61,61,NA
108N05180,5172015,2,68,65,71
108N05180,5172015,3,70,69,71
108N05180,5172015,4,71.75,75,70.66666667
108N05180,5172015,5,67.66666667,70,63
108N05180,5172015,6,65.5,64.33333333,72.33333333
108N05180,5172015,7,68,65,68
108N05180,5172015,8,71.5,72,68
108N05180,5172015,9,69,63.6,75
108N05180,5172015,10,65.375,62.75,68.5
108N05180,5172015,11,66.9,66.66666667,68
108N05180,5172015,12,67.5,66.2,70
108N05180,5172015,13,70.91666667,71.8,67.875
108N05180,5172015,14,65.45454545,64.7,69.25
